Key	English
InventoryItemDescriptions/InvDesc_432	It's warm!
InventoryItemNames/InvItem_433	Blue Ugly Sweater
InventoryItemDescriptions/InvDesc_433	It's ugly.
InventoryItemNames/InvItem_434	Blue Cuffed Pants
InventoryItemDescriptions/InvDesc_434	Cuffed up and ready to go.
InventoryItemNames/InvItem_435	Green Cuffed Pants
InventoryItemDescriptions/InvDesc_435	Cuffed up and ready to go.
InventoryItemNames/InvItem_436	Purple Cuffed Pants
InventoryItemDescriptions/InvDesc_436	Cuffed up and ready to go.
InventoryItemNames/InvItem_437	Red Cuffed Pants
InventoryItemDescriptions/InvDesc_437	Cuffed up and ready to go.
InventoryItemNames/InvItem_438	Pink Singlet
InventoryItemDescriptions/InvDesc_438	Sing it.
InventoryItemNames/InvItem_439	Red Singlet
InventoryItemDescriptions/InvDesc_439	Sing it.
InventoryItemNames/InvItem_440	Red Shorts
InventoryItemDescriptions/InvDesc_440	Easy to wear.
InventoryItemNames/InvItem_441	Black Singlet
InventoryItemDescriptions/InvDesc_441	Sing it.
InventoryItemNames/InvItem_442	Black Shorts
InventoryItemDescriptions/InvDesc_442	Easy to wear!
InventoryItemNames/InvItem_443	Swimming Goggles
InventoryItemDescriptions/InvDesc_443	See all the fish.
InventoryItemNames/InvItem_444	Punk Goggles
InventoryItemDescriptions/InvDesc_444	Keep the steam out of your eyes.
InventoryItemNames/InvItem_445	Yellow Gum Boots
InventoryItemDescriptions/InvDesc_445	Keep your toots dry.
InventoryItemNames/InvItem_446	Rain Coat
InventoryItemDescriptions/InvDesc_446	Keep dry.
InventoryItemNames/InvItem_447	Rain Hat
InventoryItemDescriptions/InvDesc_447	This will keep that rain off ya.
InventoryItemNames/InvItem_448	Blue Stripe dress
InventoryItemDescriptions/InvDesc_448	Blue and easy to wear.
InventoryItemNames/InvItem_449	Orange Stripe dress
InventoryItemDescriptions/InvDesc_449	Orange and easy to wear.
InventoryItemNames/InvItem_450	Gacha Machine
InventoryItemDescriptions/InvDesc_450	If you place money in it, who knows what you will get!
InventoryItemNames/InvItem_451	Basic Bench
InventoryItemDescriptions/InvDesc_451	Sit down outside why don't ya.
InventoryItemNames/InvItem_452	Scarecrow
InventoryItemDescriptions/InvDesc_452	Stop birds from eating all your crops.
InventoryItemNames/InvItem_453	Brick Flower Bed
InventoryItemDescriptions/InvDesc_453	Decorative Flower Bed
InventoryItemNames/InvItem_454	Recycling Bin
InventoryItemDescriptions/InvDesc_454	Place unwanted items in this.
InventoryItemNames/InvItem_455	Small Rock
InventoryItemDescriptions/InvDesc_455	Throw some stuff on this. It will then cook.
InventoryItemNames/InvItem_456	Tin Ore
InventoryItemDescriptions/InvDesc_456	Smelt it down to bars.
InventoryItemNames/InvItem_457	Crude Axe
InventoryItemDescriptions/InvDesc_457	Chop down trees and plants.
InventoryItemNames/InvItem_458	Crude Furnace
InventoryItemDescriptions/InvDesc_458	Can melt down Tin and Copper ore into bars.
InventoryItemNames/InvItem_459	Tent
InventoryItemDescriptions/InvDesc_459	A place to live, when you don't have a house yet.
InventoryItemNames/InvItem_460	Tin Bar
InventoryItemDescriptions/InvDesc_460	A bar of Tin
InventoryItemNames/InvItem_461	Flagpole
InventoryItemDescriptions/InvDesc_461	Place to set your
InventoryItemNames/InvItem_462	Base Tent
InventoryItemDescriptions/InvDesc_462	A base of operations.
InventoryItemNames/InvItem_463	Picket Fence
InventoryItemDescriptions/InvDesc_463	A homely fence.
InventoryItemNames/InvItem_464	Picket Gate
InventoryItemDescriptions/InvDesc_464	Opens and closes.
InventoryItemNames/InvItem_465	Skull Mask
InventoryItemDescriptions/InvDesc_465	Spooky.
InventoryItemNames/InvItem_466	Tin Sheet
InventoryItemDescriptions/InvDesc_466	A sheet of Tin. Made by cuting Tin Bar on a tablesaw.
InventoryItemNames/InvItem_467	Dog Kennel
InventoryItemDescriptions/InvDesc_467	A house for a pupper.
InventoryItemNames/InvItem_468	Dog Whistle
InventoryItemDescriptions/InvDesc_468	Stay and follow
InventoryItemNames/InvItem_469	Green Pattern Wall
InventoryItemDescriptions/InvDesc_469	Patterned
InventoryItemNames/InvItem_470	Blue Pattern Wall
InventoryItemDescriptions/InvDesc_470	Patterned
InventoryItemNames/InvItem_471	Red Pattern Wall
InventoryItemDescriptions/InvDesc_471	Patterned
InventoryItemNames/InvItem_472	Pink Pattern Wall
InventoryItemDescriptions/InvDesc_472	Patterned
InventoryItemNames/InvItem_473	Dark Wooden Wall
InventoryItemDescriptions/InvDesc_473	A dark wood wallpaper.
InventoryItemNames/InvItem_474	Dark Wooden Floor
InventoryItemDescriptions/InvDesc_474	A dark wood floor.
InventoryItemNames/InvItem_475	Pink Carpet
InventoryItemDescriptions/InvDesc_475	Soft on the toes
InventoryItemNames/InvItem_476	Basic Blue Wallpaper
InventoryItemDescriptions/InvDesc_476	Stripes
InventoryItemNames/InvItem_477	Basic Green Wallpaper
InventoryItemDescriptions/InvDesc_477	Stripes
InventoryItemNames/InvItem_478	Basic Pink Wallpaper
InventoryItemDescriptions/InvDesc_478	Stripes
InventoryItemNames/InvItem_479	Basic Red Wall
InventoryItemDescriptions/InvDesc_479	Patterned
InventoryItemNames/InvItem_480	Bank Deed
InventoryItemDescriptions/InvDesc_480	A deed for a place to store money and gain interest.
InventoryItemNames/InvItem_481	Crafting Table
InventoryItemDescriptions/InvDesc_481	Craft stuff here.
InventoryItemNames/InvItem_482	Tiki Torch
InventoryItemDescriptions/InvDesc_482	A holiday light.
InventoryItemNames/InvItem_483	Crude Fence
InventoryItemDescriptions/InvDesc_483	A basic fence. Does the job.
InventoryItemNames/InvItem_484	Bonytongue
InventoryItemDescriptions/InvDesc_484	Cheeky fish.
InventoryItemNames/InvItem_485	Green Flat Cap
InventoryItemDescriptions/InvDesc_485	It's flat and a cap.
InventoryItemNames/InvItem_486	Pirate Pants
InventoryItemDescriptions/InvDesc_486	Don't steal these.
InventoryItemNames/InvItem_487	Pirate Boots
InventoryItemDescriptions/InvDesc_487	Why aren't these flippers?
InventoryItemNames/InvItem_488	Pirate Hat
InventoryItemDescriptions/InvDesc_488	Keeps the sun off and the water in.
InventoryItemNames/InvItem_489	Ninja Hood
InventoryItemDescriptions/InvDesc_489	Sneaky
InventoryItemNames/InvItem_490	Ninja Boots
InventoryItemDescriptions/InvDesc_490	Sneaky Boots
InventoryItemNames/InvItem_491	Ninja Pants
InventoryItemDescriptions/InvDesc_491	Sneaky pants
InventoryItemNames/InvItem_492	Ninja Shirt
InventoryItemDescriptions/InvDesc_492	Sneaky
InventoryItemNames/InvItem_493	Yellow Polka Dot Dress
InventoryItemDescriptions/InvDesc_493	Spot on.
InventoryItemNames/InvItem_494	Yellow Plaid Dress
InventoryItemDescriptions/InvDesc_494	Nice!
InventoryItemNames/InvItem_495	Blue Plaid Dress
InventoryItemDescriptions/InvDesc_495	Plaid
InventoryItemNames/InvItem_496	Brown Overall Dress
InventoryItemDescriptions/InvDesc_496	Overalls
InventoryItemNames/InvItem_497	Green Overall Dress
InventoryItemDescriptions/InvDesc_497	Overalls
InventoryItemNames/InvItem_498	Green Cardigan Dress
InventoryItemDescriptions/InvDesc_498	A warm Dress
InventoryItemNames/InvItem_499	Pink Cardigan Dress
InventoryItemDescriptions/InvDesc_499	A warm dress
InventoryItemNames/InvItem_500	Green Bow Hat
InventoryItemDescriptions/InvDesc_500	Little bow
InventoryItemNames/InvItem_501	Old Straw Hat
InventoryItemDescriptions/InvDesc_501	This will keep that sun off ya.
InventoryItemNames/InvItem_502	Donation Box
InventoryItemDescriptions/InvDesc_502	Residents can make donations towards the town here.
InventoryItemNames/InvItem_503	Weather Station
InventoryItemDescriptions/InvDesc_503	Spins around and predicts the weather somehow.
InventoryItemNames/InvItem_504	Green Flannelette Shirt
InventoryItemDescriptions/InvDesc_504	Green and warm
InventoryItemNames/InvItem_505	Green Plaid Pants
InventoryItemDescriptions/InvDesc_505	Nice pants.
InventoryItemNames/InvItem_506	Blue Plaid Pants
InventoryItemDescriptions/InvDesc_506	Nice pants.
InventoryItemNames/InvItem_507	Orange Flanney Shirt
InventoryItemDescriptions/InvDesc_507	Orange and warm
InventoryItemNames/InvItem_508	Orange Plaid Pants
InventoryItemDescriptions/InvDesc_508	Nice pants.
InventoryItemNames/InvItem_509	Red Plaid Pants
InventoryItemDescriptions/InvDesc_509	Nice pants.
InventoryItemNames/InvItem_510	Orange Flat Cap
InventoryItemDescriptions/InvDesc_510	It's flat and a cap.
InventoryItemNames/InvItem_511	Red Flat Cap
InventoryItemDescriptions/InvDesc_511	It's flat and a cap.
InventoryItemNames/InvItem_512	Blue Flat Cap
InventoryItemDescriptions/InvDesc_512	It's flat and a cap.
InventoryItemNames/InvItem_513	Blue Flanney Dress
InventoryItemDescriptions/InvDesc_513	Blue and warm
InventoryItemNames/InvItem_514	Green Flannelette Dress
InventoryItemDescriptions/InvDesc_514	Green and warm
InventoryItemNames/InvItem_515	Orange Flanney Dress
InventoryItemDescriptions/InvDesc_515	Orange and warm
InventoryItemNames/InvItem_516	Red Flanney Dress
InventoryItemDescriptions/InvDesc_516	A red flannelette shirt.
InventoryItemNames/InvItem_517	Guitar
InventoryItemDescriptions/InvDesc_517	Strum it!
InventoryItemNames/InvItem_518	Guest House Deed
InventoryItemDescriptions/InvDesc_518	An extra house for the town.
InventoryItemNames/InvItem_519	Guest House Deed
InventoryItemDescriptions/InvDesc_519	An extra house for the town.
InventoryItemNames/InvItem_520	Guest House Deed
InventoryItemDescriptions/InvDesc_520	An extra house for the town.
InventoryItemNames/InvItem_521	House Deed
InventoryItemDescriptions/InvDesc_521	Allows someone to move to your town.
InventoryItemNames/InvItem_522	Eastern Chair
InventoryItemDescriptions/InvDesc_522	Eastern Chair
InventoryItemNames/InvItem_523	Eastern Seat
InventoryItemDescriptions/InvDesc_523	A single chair for sitting.
InventoryItemNames/InvItem_524	Eastern Bed
InventoryItemDescriptions/InvDesc_524	Sleep here.
InventoryItemNames/InvItem_525	Eastern Bedside Table
InventoryItemDescriptions/InvDesc_525	A wooden table for beside your bed.
InventoryItemNames/InvItem_526	Eastern Bookshelf
InventoryItemDescriptions/InvDesc_526	Keep books here.
InventoryItemNames/InvItem_527	Eastern Wardrobe
InventoryItemDescriptions/InvDesc_527	A wooden table.
InventoryItemNames/InvItem_528	Eastern Coffee Table
InventoryItemDescriptions/InvDesc_528	A small table.
InventoryItemNames/InvItem_529	Eastern Couch
InventoryItemDescriptions/InvDesc_529	A Couch. You can sit on it with a friend
InventoryItemNames/InvItem_530	Eastern Table
InventoryItemDescriptions/InvDesc_530	A wooden table.
InventoryItemNames/InvItem_531	Eastern Lamp
InventoryItemDescriptions/InvDesc_531	Keep books here.
InventoryItemNames/InvItem_532	Eastern Floor
InventoryItemDescriptions/InvDesc_532	An eastern flooring.
InventoryItemNames/InvItem_533	Eastern Wall
InventoryItemDescriptions/InvDesc_533	Patterned
InventoryItemNames/InvItem_534	Red Wood Floor
InventoryItemDescriptions/InvDesc_534	A dark wood floor.
InventoryItemNames/InvItem_535	Small Stack of Books
InventoryItemDescriptions/InvDesc_535	Some books
InventoryItemNames/InvItem_536	Wombie Bank
InventoryItemDescriptions/InvDesc_536	A cute pink wombat bank.
InventoryItemNames/InvItem_537	Billy Button Pot
InventoryItemDescriptions/InvDesc_537	A Billy Button in a pot.
InventoryItemNames/InvItem_538	Royal Bluebell Pot
InventoryItemDescriptions/InvDesc_538	A Royal Bluebell in a pot.
InventoryItemNames/InvItem_539	Rattan Bed
InventoryItemDescriptions/InvDesc_539	Sleep here.
InventoryItemNames/InvItem_540	Rattan Bookshelf
InventoryItemDescriptions/InvDesc_540	Keep books here.
InventoryItemNames/InvItem_541	Rattan Cabinet
InventoryItemDescriptions/InvDesc_541	Rattan Cabinet
InventoryItemNames/InvItem_542	Rattan Chair
InventoryItemDescriptions/InvDesc_542	Rattan Chair
InventoryItemNames/InvItem_543	Rattan Coffee Table
InventoryItemDescriptions/InvDesc_543	A small table.
InventoryItemNames/InvItem_544	Rattan Couch
InventoryItemDescriptions/InvDesc_544	A Couch. You can sit on it with a friend
InventoryItemNames/InvItem_545	Rattan Table
InventoryItemDescriptions/InvDesc_545	A wooden table.
InventoryItemNames/InvItem_546	Rattan Floor
InventoryItemDescriptions/InvDesc_546	Rattan flooring.
InventoryItemNames/InvItem_547	Rattan Lamp
InventoryItemDescriptions/InvDesc_547	Keep books here.
InventoryItemNames/InvItem_548	Rattan Seat
InventoryItemDescriptions/InvDesc_548	A single chair for sitting.
InventoryItemNames/InvItem_549	Rattan Bedside Table
InventoryItemDescriptions/InvDesc_549	A wooden table for beside your bed.
InventoryItemNames/InvItem_550	Rattan Wall
InventoryItemDescriptions/InvDesc_550	Patterned
InventoryItemNames/InvItem_551	Nordic Bed
InventoryItemDescriptions/InvDesc_551	Sleep here.
InventoryItemNames/InvItem_552	Nordic Bedside Table
InventoryItemDescriptions/InvDesc_552	A wooden table for beside your bed.
InventoryItemNames/InvItem_553	Nordic Bookshelf
InventoryItemDescriptions/InvDesc_553	Keep books here.
InventoryItemNames/InvItem_554	Nordic Cabinet
InventoryItemDescriptions/InvDesc_554	Nordic
InventoryItemNames/InvItem_555	Nordic Chair
InventoryItemDescriptions/InvDesc_555	Nordic Chair
InventoryItemNames/InvItem_556	Nordic Coffee Table
InventoryItemDescriptions/InvDesc_556	A small table.
InventoryItemNames/InvItem_557	Nordic Couch
InventoryItemDescriptions/InvDesc_557	A Couch. You can sit on it with a friend
InventoryItemNames/InvItem_558	Nordic Table
InventoryItemDescriptions/InvDesc_558	A wooden table.
InventoryItemNames/InvItem_559	Nordic Floor
InventoryItemDescriptions/InvDesc_559	Cool flooring
InventoryItemNames/InvItem_560	Nordic Lamp
InventoryItemDescriptions/InvDesc_560	Keep books here.
InventoryItemNames/InvItem_561	Nordic Seat
InventoryItemDescriptions/InvDesc_561	A single chair for sitting.
InventoryItemNames/InvItem_562	Nordic Wall
InventoryItemDescriptions/InvDesc_562	Cool wall
InventoryItemNames/InvItem_563	Pink Bed
InventoryItemDescriptions/InvDesc_563	Sleep here.
InventoryItemNames/InvItem_564	Pink Bedside Table
InventoryItemDescriptions/InvDesc_564	A wooden table for beside your bed.
InventoryItemNames/InvItem_565	Pink Bookshelf
InventoryItemDescriptions/InvDesc_565	Keep books here.
InventoryItemNames/InvItem_566	Pink Cabinet
InventoryItemDescriptions/InvDesc_566	Pink cabinet.
InventoryItemNames/InvItem_567	Pink Chair
InventoryItemDescriptions/InvDesc_567	Pink Chair
InventoryItemNames/InvItem_568	Pink Coffee Table
InventoryItemDescriptions/InvDesc_568	A small table.
InventoryItemNames/InvItem_569	Pink Couch
InventoryItemDescriptions/InvDesc_569	A Couch. You can sit on it with a friend
InventoryItemNames/InvItem_570	Pink Table
InventoryItemDescriptions/InvDesc_570	A pink table.
InventoryItemNames/InvItem_571	Pink Lamp
InventoryItemDescriptions/InvDesc_571	Pink lamp. Pretty.
InventoryItemNames/InvItem_572	Pink Seat
InventoryItemDescriptions/InvDesc_572	A single chair for sitting.
InventoryItemNames/InvItem_573	Cube Floor
InventoryItemDescriptions/InvDesc_573	It's a floor
InventoryItemNames/InvItem_574	Cube Wall
InventoryItemDescriptions/InvDesc_574	It's a wall
InventoryItemNames/InvItem_575	Cooked Apple
InventoryItemDescriptions/InvDesc_575	Cooked. Nice.
InventoryItemNames/InvItem_576	Cooked Banana
InventoryItemDescriptions/InvDesc_576	Nice and cooked.
InventoryItemNames/InvItem_577	Cooked Bush Lime
InventoryItemDescriptions/InvDesc_577	Sour and cooked. yummy.
InventoryItemNames/InvItem_578	Palm Wood Bridge
InventoryItemDescriptions/InvDesc_578	Maybe you could cross the water on this?
InventoryItemNames/InvItem_579	Meadow Katydid
InventoryItemDescriptions/InvDesc_579	Jumpin' for joy.
InventoryItemNames/InvItem_580	Rhinoceros Beetle
InventoryItemDescriptions/InvDesc_580	It can't fly.
InventoryItemNames/InvItem_581	Goliath stick
InventoryItemDescriptions/InvDesc_581	It's a big stick!
InventoryItemNames/InvItem_582	Bogong Moth
InventoryItemDescriptions/InvDesc_582	Dusty and gross.
InventoryItemNames/InvItem_583	Scarlet Jezebel Butterfly
InventoryItemDescriptions/InvDesc_583	Its red... I guess?
InventoryItemNames/InvItem_584	Raw Giant Drumstick
InventoryItemDescriptions/InvDesc_584	It's so big!
InventoryItemNames/InvItem_585	Hot Cylinder
InventoryItemDescriptions/InvDesc_585	It's warm. Is it buzzing?
InventoryItemNames/InvItem_586	Green Board
InventoryItemDescriptions/InvDesc_586	It has things on it.
InventoryItemNames/InvItem_587	Old Wheel
InventoryItemDescriptions/InvDesc_587	Where is the rest of it?
InventoryItemNames/InvItem_588	Shiny Disc
InventoryItemDescriptions/InvDesc_588	I can see myself.
InventoryItemNames/InvItem_589	North Teletower
InventoryItemDescriptions/InvDesc_589	Two Story Clothing and Weapon Shop
InventoryItemNames/InvItem_590	East Teletower
InventoryItemDescriptions/InvDesc_590	Two Story Clothing and Weapon Shop
InventoryItemNames/InvItem_591	South Teletower
InventoryItemDescriptions/InvDesc_591	Two Story Clothing and Weapon Shop
InventoryItemNames/InvItem_592	West Teletower
InventoryItemDescriptions/InvDesc_592	Two Story Clothing and Weapon Shop
InventoryItemNames/InvItem_593	Copper Spear
InventoryItemDescriptions/InvDesc_593	Long and sharper.
InventoryItemNames/InvItem_594	Iron Spear
InventoryItemDescriptions/InvDesc_594	Long and sharper.
InventoryItemNames/InvItem_595	Copper Hammer
InventoryItemDescriptions/InvDesc_595	A big hammer for hitting things slowly.
InventoryItemNames/InvItem_596	Iron Hammer
InventoryItemDescriptions/InvDesc_596	A big hammer for hitting things slowly.
InventoryItemNames/InvItem_597	Island Map
InventoryItemDescriptions/InvDesc_597	Pins can be placed on it to mark points of interest.
InventoryItemNames/InvItem_598	Adventurer's Journal
InventoryItemDescriptions/InvDesc_598	Fletch's Father's  journal. It's filled with his past milestones...
InventoryItemNames/InvItem_599	Jack Hammer
InventoryItemDescriptions/InvDesc_599	Hammer away at hard things.
InventoryItemNames/InvItem_600	Jet Ski
InventoryItemDescriptions/InvDesc_600	A bike for the water.
InventoryItemNames/InvItem_601	Glass Bulb
InventoryItemDescriptions/InvDesc_601	Does this work?
InventoryItemNames/InvItem_602	Smooth Slate
InventoryItemDescriptions/InvDesc_602	Was this ever useful?
InventoryItemNames/InvItem_603	Big Chicken Egg
InventoryItemDescriptions/InvDesc_603	It's a big one!
InventoryItemNames/InvItem_604	Rowboat
InventoryItemDescriptions/InvDesc_604	A human powered boat.
InventoryItemNames/InvItem_605	Blackfish
InventoryItemDescriptions/InvDesc_605	A black fish!
InventoryItemNames/InvItem_606	Galaxias
InventoryItemDescriptions/InvDesc_606	Tiny and bright.
InventoryItemNames/InvItem_607	Silver Perch
InventoryItemDescriptions/InvDesc_607	Shiny
InventoryItemNames/InvItem_608	Anchovy
InventoryItemDescriptions/InvDesc_608	So small.
InventoryItemNames/InvItem_609	Goat Fish
InventoryItemDescriptions/InvDesc_609	It's not a fish?
InventoryItemNames/InvItem_610	Barracuda
InventoryItemDescriptions/InvDesc_610	Oooooo
InventoryItemNames/InvItem_611	Blob Fish
InventoryItemDescriptions/InvDesc_611	What is this?
InventoryItemNames/InvItem_612	Saratoga
InventoryItemDescriptions/InvDesc_612	It might be roman?
InventoryItemNames/InvItem_613	Tarpon
InventoryItemDescriptions/InvDesc_613	A billabong shark.
InventoryItemNames/InvItem_614	Black Cricket
InventoryItemDescriptions/InvDesc_614	Trying to hide, eh?
InventoryItemNames/InvItem_615	Monarch Butterfly
InventoryItemDescriptions/InvDesc_615	The queen of butterflies.
InventoryItemNames/InvItem_616	Lacewing
InventoryItemDescriptions/InvDesc_616	Gentle!
InventoryItemNames/InvItem_617	Emperor DragonFly
InventoryItemDescriptions/InvDesc_617	It's huge!
InventoryItemNames/InvItem_618	Pygmyfly
InventoryItemDescriptions/InvDesc_618	Small and red
InventoryItemNames/InvItem_619	Tau Emerald Dragonfly
InventoryItemDescriptions/InvDesc_619	Pretty!
InventoryItemNames/InvItem_620	Ladybird
InventoryItemDescriptions/InvDesc_620	Is this a bird or a bug?
InventoryItemNames/InvItem_621	Tiger Moth
InventoryItemDescriptions/InvDesc_621	Careful, tiger
InventoryItemNames/InvItem_622	Duskhawker Dragonfly
InventoryItemDescriptions/InvDesc_622	Coolest name ever.
InventoryItemNames/InvItem_623	Largidae
InventoryItemDescriptions/InvDesc_623	It's not that large.
InventoryItemNames/InvItem_624	Huntsman
InventoryItemDescriptions/InvDesc_624	It's scary, but nice.
InventoryItemNames/InvItem_625	Blue Moon Butterfly
InventoryItemDescriptions/InvDesc_625	These are everywhere.
InventoryItemNames/InvItem_626	Fiddler Beetle
InventoryItemDescriptions/InvDesc_626	The smallest fiddle in the world.
InventoryItemNames/InvItem_627	Stag Beetle
InventoryItemDescriptions/InvDesc_627	Look at the horns!
InventoryItemNames/InvItem_628	Marlin
InventoryItemDescriptions/InvDesc_628	Big fish, big nose.
InventoryItemNames/InvItem_629	Grayling
InventoryItemDescriptions/InvDesc_629	What's a full grown gray look like?
InventoryItemNames/InvItem_630	Hercules Moth
InventoryItemDescriptions/InvDesc_630	This guy sounds tough.
InventoryItemNames/InvItem_631	Centipede
InventoryItemDescriptions/InvDesc_631	There are at least 4 legs here.
InventoryItemNames/InvItem_632	Short Finned Eel
InventoryItemDescriptions/InvDesc_632	Like a water snake.
InventoryItemNames/InvItem_633	Spinning Wheel
InventoryItemDescriptions/InvDesc_633	Turn wool into fabric
InventoryItemNames/InvItem_634	Cloth
InventoryItemDescriptions/InvDesc_634	Used to make clothes.
InventoryItemNames/InvItem_635	Cheese Maker
InventoryItemDescriptions/InvDesc_635	Turn milk into cheese.
InventoryItemNames/InvItem_636	Cheese
InventoryItemDescriptions/InvDesc_636	Old, hard milk
InventoryItemNames/InvItem_637	High Quality Milk
InventoryItemDescriptions/InvDesc_637	Very creamy and very tasty!
InventoryItemNames/InvItem_638	High Quality Cheese
InventoryItemDescriptions/InvDesc_638	The best hard milk there is.
InventoryItemNames/InvItem_639	Old Spring
InventoryItemDescriptions/InvDesc_639	I think it used to bounce?
InventoryItemNames/InvItem_640	Sliding Handle
InventoryItemDescriptions/InvDesc_640	Slides around with ease.
InventoryItemNames/InvItem_641	Button Board
InventoryItemDescriptions/InvDesc_641	Who needs this many buttons?
InventoryItemNames/InvItem_642	Bright Wire
InventoryItemDescriptions/InvDesc_642	So colourful!
InventoryItemNames/InvItem_643	Old Toy
InventoryItemDescriptions/InvDesc_643	A toy with some buttons.
InventoryItemNames/InvItem_644	Ear Hats
InventoryItemDescriptions/InvDesc_644	Maybe they keep your ears warm?
InventoryItemNames/InvItem_645	Old Contraption
InventoryItemDescriptions/InvDesc_645	This looks very useful.
InventoryItemNames/InvItem_646	Cooked Giant Drumstick
InventoryItemDescriptions/InvDesc_646	It's so big!
InventoryItemNames/InvItem_647	Cooked Croco Meat
InventoryItemDescriptions/InvDesc_647	It's got a bite to it.
InventoryItemNames/InvItem_648	Croco Meat
InventoryItemDescriptions/InvDesc_648	Not so snappy now, eh?
InventoryItemNames/InvItem_649	Mangrove Stick
InventoryItemDescriptions/InvDesc_649	Its very bendy!
InventoryItemNames/InvItem_650	Bottle Tree Wood
InventoryItemDescriptions/InvDesc_650	Its hollow.
InventoryItemNames/InvItem_651	Red Hooded Cap
InventoryItemDescriptions/InvDesc_651	Keep the neck safe.
InventoryItemNames/InvItem_652	Pilot Goggles
InventoryItemDescriptions/InvDesc_652	Keep bug out of your eyes.
InventoryItemNames/InvItem_653	Googly Eyes
InventoryItemDescriptions/InvDesc_653	What are you even looking at?
InventoryItemNames/InvItem_654	Hero Mask
InventoryItemDescriptions/InvDesc_654	Who is that?
InventoryItemNames/InvItem_655	Bunny Hood
InventoryItemDescriptions/InvDesc_655	Looks familiar..
InventoryItemNames/InvItem_656	Yellow Sweats
InventoryItemDescriptions/InvDesc_656	I hope you dont sweat yellow.
InventoryItemNames/InvItem_657	Yellow Sneakers
InventoryItemDescriptions/InvDesc_657	Got them kicks.
InventoryItemNames/InvItem_658	Yellow B Shirt
InventoryItemDescriptions/InvDesc_658	The "B" stands for shirt.
InventoryItemNames/InvItem_659	Mine Pass
InventoryItemDescriptions/InvDesc_659	A pass to use the mine elevator.
InventoryItemNames/InvItem_660	Fern Seed
InventoryItemDescriptions/InvDesc_660	Grows a fern
InventoryItemNames/InvItem_661	Bush Seed
InventoryItemDescriptions/InvDesc_661	Grows a bush
InventoryItemNames/InvItem_662	Base Tent Deed
InventoryItemDescriptions/InvDesc_662	Place Base tent here.
InventoryItemNames/InvItem_663	Visiting Site Deed
InventoryItemDescriptions/InvDesc_663	A place for visitors to easily set up camp.
InventoryItemNames/InvItem_664	Flame Sac
InventoryItemDescriptions/InvDesc_664	This makes fire?
InventoryItemNames/InvItem_665	Basic Green Rug
InventoryItemDescriptions/InvDesc_665	It's soft and green
InventoryItemNames/InvItem_666	Basic Red Rug
InventoryItemDescriptions/InvDesc_666	It's soft and red
InventoryItemNames/InvItem_667	Bank Wall
InventoryItemDescriptions/InvDesc_667	Smells like money.
InventoryItemNames/InvItem_668	Grass Floor
InventoryItemDescriptions/InvDesc_668	Is this even flooring?
InventoryItemNames/InvItem_669	Cooked Cactus Fig
InventoryItemDescriptions/InvDesc_669	The fruit of a cactus.
InventoryItemNames/InvItem_670	Wooden Item Sign
InventoryItemDescriptions/InvDesc_670	Shows an item off.
InventoryItemNames/InvItem_671	Cloud Wall
InventoryItemDescriptions/InvDesc_671	Its like the sky!
InventoryItemNames/InvItem_672	Retro Flower Wall
InventoryItemDescriptions/InvDesc_672	It's groovy.
InventoryItemNames/InvItem_673	Retro Floor
InventoryItemDescriptions/InvDesc_673	It's groovy.
InventoryItemNames/InvItem_674	Basic Blue Rug
InventoryItemDescriptions/InvDesc_674	It's soft and blue
InventoryItemNames/InvItem_675	Basic Pink Rug
InventoryItemDescriptions/InvDesc_675	It's soft and pink
InventoryItemNames/InvItem_676	Basic Purple Rug
InventoryItemDescriptions/InvDesc_676	It's soft and purple
InventoryItemNames/InvItem_677	Basic Orange Rug
InventoryItemDescriptions/InvDesc_677	It's soft and orange
InventoryItemNames/InvItem_678	Marble Floor
InventoryItemDescriptions/InvDesc_678	Fancy.
InventoryItemNames/InvItem_679	Bug Book
InventoryItemDescriptions/InvDesc_679	A book that can identify bugs in the wild.
InventoryItemNames/InvItem_680	Fish Book
InventoryItemDescriptions/InvDesc_680	A book that can identify fish in the wild.
InventoryItemNames/InvItem_681	Plant Book
InventoryItemDescriptions/InvDesc_681	A book that can identify and track plant growth.
InventoryItemNames/InvItem_682	Compactor
InventoryItemDescriptions/InvDesc_682	Smash that dirt to level
InventoryItemNames/InvItem_683	Jackaroo Mask
InventoryItemDescriptions/InvDesc_683	Looks familiar..
InventoryItemNames/InvItem_684	Helicopter
InventoryItemDescriptions/InvDesc_684	Zoom zoom.
InventoryItemNames/InvItem_685	Meat Pie
InventoryItemDescriptions/InvDesc_685	Get it in ya!
InventoryItemNames/InvItem_686	Pavlova
InventoryItemDescriptions/InvDesc_686	Celebrate the best way!
InventoryItemNames/InvItem_687	Dagwood Dog
InventoryItemDescriptions/InvDesc_687	A corn covered hotdog.
InventoryItemNames/InvItem_688	Croc Teeth Bat
InventoryItemDescriptions/InvDesc_688	Snap?
InventoryItemNames/InvItem_689	Flaming Bat
InventoryItemDescriptions/InvDesc_689	It's hot!
InventoryItemNames/InvItem_690	Quiche
InventoryItemDescriptions/InvDesc_690	Breakfast cake.
InventoryItemNames/InvItem_691	Meat on a stick
InventoryItemDescriptions/InvDesc_691	It's like meat but stickier.
InventoryItemNames/InvItem_692	Water Tank
