Key	English
InventoryItemDescriptions/InvDesc_952	A rare tropical flower
InventoryItemNames/InvItem_953	Glow Bug
InventoryItemDescriptions/InvDesc_953	It's mesmerizing
InventoryItemNames/InvItem_954	Deep Fish
InventoryItemDescriptions/InvDesc_954	A fish from deep down.
InventoryItemNames/InvItem_955	Bat Glider
InventoryItemDescriptions/InvDesc_955	Fly around like an annoying bat
InventoryItemNames/InvItem_956	Alpha Hammer
InventoryItemDescriptions/InvDesc_956	A hammer with bounce.
InventoryItemNames/InvItem_957	Alpha Antler
InventoryItemDescriptions/InvDesc_957	A prize from an Alpha Jackaroo
InventoryItemNames/InvItem_958	Alpha Scale
InventoryItemDescriptions/InvDesc_958	A prize from an Alpha Croco
InventoryItemNames/InvItem_959	Alpha Spear
InventoryItemDescriptions/InvDesc_959	Quak
InventoryItemNames/InvItem_960	Alpha Bat
InventoryItemDescriptions/InvDesc_960	Hows this?
InventoryItemNames/InvItem_961	Pattern Stone Path
InventoryItemDescriptions/InvDesc_961	A path in a circular pattern
InventoryItemNames/InvItem_962	Panda Hood
InventoryItemDescriptions/InvDesc_962	They like waffles.
InventoryItemNames/InvItem_963	Alpha Eye
InventoryItemDescriptions/InvDesc_963	A prize from an Alpha Devil
InventoryItemNames/InvItem_964	Cobble Stone Path
InventoryItemDescriptions/InvDesc_964	A bunch of rocks cobbled together
InventoryItemNames/InvItem_965	Cobblestone Fence
InventoryItemDescriptions/InvDesc_965	Keep things in or out.
InventoryItemNames/InvItem_966	Rock Edge Path
InventoryItemDescriptions/InvDesc_966	A simple dirt path lined with rocks.
InventoryItemNames/InvItem_967	Cobblestone Road
InventoryItemDescriptions/InvDesc_967	A bunch of rocks cobbled together
InventoryItemNames/InvItem_968	Cobblestone Road Lines
InventoryItemDescriptions/InvDesc_968	A bunch of rocks cobbled together
InventoryItemNames/InvItem_969	Cooked Freshwater Fish
InventoryItemDescriptions/InvDesc_969	Something fishy about this.
InventoryItemNames/InvItem_970	Cooked Saltwater Fish
InventoryItemDescriptions/InvDesc_970	It's a bit salty.
InventoryItemNames/InvItem_971	Detective Pants
InventoryItemDescriptions/InvDesc_971	On the case.
InventoryItemNames/InvItem_972	Trench Coat
InventoryItemDescriptions/InvDesc_972	A sneaky coat.
InventoryItemNames/InvItem_973	Black Boat Shoes
InventoryItemDescriptions/InvDesc_973	Ahoy!
InventoryItemNames/InvItem_974	P.I Hat
InventoryItemDescriptions/InvDesc_974	For investigating.
InventoryItemNames/InvItem_975	Dark Detective Pants
InventoryItemDescriptions/InvDesc_975	On the case.
InventoryItemNames/InvItem_976	Dark Trench Coat
InventoryItemDescriptions/InvDesc_976	A sneaky coat.
InventoryItemNames/InvItem_977	P.I Hat
InventoryItemDescriptions/InvDesc_977	For investigating.
InventoryItemNames/InvItem_978	Blue Summer Dress
InventoryItemDescriptions/InvDesc_978	Keeps you cool
InventoryItemNames/InvItem_979	Green Summer Dress
InventoryItemDescriptions/InvDesc_979	Keeps you cool
InventoryItemNames/InvItem_980	Minimalist Bed
InventoryItemDescriptions/InvDesc_980	Is this furniture?
InventoryItemNames/InvItem_981	Minimalist Bedside Table
InventoryItemDescriptions/InvDesc_981	Is this furniture?
InventoryItemNames/InvItem_982	Minimalist Book Shelf
InventoryItemDescriptions/InvDesc_982	Is this furniture?
InventoryItemNames/InvItem_983	Minimalist Chair
InventoryItemDescriptions/InvDesc_983	Is this furniture?
InventoryItemNames/InvItem_984	Minimalist Couch
InventoryItemDescriptions/InvDesc_984	Is this furniture?
InventoryItemNames/InvItem_985	Minimalist Dresser
InventoryItemDescriptions/InvDesc_985	Is this furniture?
InventoryItemNames/InvItem_986	Minimalist Lamp
InventoryItemDescriptions/InvDesc_986	A standing lamp
InventoryItemNames/InvItem_987	Minimalist Seat
InventoryItemDescriptions/InvDesc_987	Is this furniture?
InventoryItemNames/InvItem_988	White Brick Wallpaper
InventoryItemDescriptions/InvDesc_988	Better than hay.
InventoryItemNames/InvItem_989	Red Brick Wallpaper
InventoryItemDescriptions/InvDesc_989	Better than hay.
InventoryItemNames/InvItem_990	Green Brick Wallpaper
InventoryItemDescriptions/InvDesc_990	Better than hay.
InventoryItemNames/InvItem_991	Dark Tiles
InventoryItemDescriptions/InvDesc_991	Keeps your house cool
InventoryItemNames/InvItem_992	Bright Tiles
InventoryItemDescriptions/InvDesc_992	Keeps your house cool
InventoryItemNames/InvItem_993	Mascot Head
InventoryItemDescriptions/InvDesc_993	A bad keeper
InventoryItemNames/InvItem_994	Mascot Legs
InventoryItemDescriptions/InvDesc_994	The Clothes of a worker.
InventoryItemNames/InvItem_995	Mascot Torso
InventoryItemDescriptions/InvDesc_995	The Clothes of a worker.
InventoryItemNames/InvItem_996	Bunk Bed
InventoryItemDescriptions/InvDesc_996	So much room
InventoryItemNames/InvItem_997	Cooked Blob Fish
InventoryItemDescriptions/InvDesc_997	It's so bad.
InventoryItemNames/InvItem_998	Honey Comb Path
InventoryItemDescriptions/InvDesc_998	It's a bit stick on your feet
InventoryItemNames/InvItem_999	Warm Nordic Wall
InventoryItemDescriptions/InvDesc_999	Warm wall
InventoryItemNames/InvItem_1000	Warm Nordic Floor
InventoryItemDescriptions/InvDesc_1000	Warm flooring
InventoryItemNames/InvItem_1001	Bottle Tree Seed
InventoryItemDescriptions/InvDesc_1001	Plant a Bottle Tree. They grow slow!
InventoryItemNames/InvItem_1002	Mushroom Path
InventoryItemDescriptions/InvDesc_1002	It's glows a bit
InventoryItemNames/InvItem_1003	Pearl Path
InventoryItemDescriptions/InvDesc_1003	An expensive path for your feet.
InventoryItemNames/InvItem_1004	Melon Scarecrow
InventoryItemDescriptions/InvDesc_1004	Stop birds from eating all your crops.
