Key	English
Generic/Wrong Photo Convo_Response_001_000_190468	No problems. Thanks for trying!
Npc3/Night_Greeting 2_Intro_000_190482	<no>I can barely see me nose in this light.þ
Npc3/Night_Greeting 2_Intro_001_190482	That you, <PlayerName>?þ
Npc3/Night_Greeting 2_Response_003_000_190482	Hooroo.
Npc4/RandomConvo_038_Intro_000_190510	Need Text Here
Npc1/Cold_Greeting 0_Intro_000_190516	<thinking>This cold weather reminds me of back home…
Npc1/Cold_Greeting 0_Intro_001_190516	Oh, you wanted to chat?
Npc1/Cold_Greeting 0_Response_003_000_190516	<thinking>I wonder how my brother is going...
Generic/StopFollowing 2_Intro_000_190520	Hanging out with my mate, <PlayerName>.
Generic/StopFollowing 2_Intro_001_190520	Need something?
Generic/StopFollowing 2_Option_000_190520	This was fun...
Generic/StopFollowing 2_Option_001_190520	Let's keep going.
Generic/StopFollowing 2_Response_000_000_190520	I guess I should be going too...
Generic/StopFollowing 2_Response_000_001_190520	See you around, <PlayerName>. <wave>
Generic/StopFollowing 2_Response_001_000_190520	You lead and I'll follow! <haha>
Npc6/RandomConvo_012_Intro_000_190540	<thinking>I know we’re a long way from <SouthCity> and I could probably just hand out all your <Licences> to you straight away...
Npc6/RandomConvo_012_Intro_001_190540	<no>But let me tell you, <PlayerName>, you’re not going very far in life unless you work hard to get what you want!
Npc0/High_Friendship_Greeting 1_Intro_000_190572	Hi <PlayerName>!þ
Npc0/High_Friendship_Greeting 1_Intro_001_190572	How goes it?þ
Npc0/High_Friendship_Greeting 1_Response_003_000_190572	Bye!
Generic/FlyOverIntroConvo_Intro_000_190574	We are now flying over <IslandName> and we’ll be landing shortly.þ
Generic/FlyOverIntroConvo_Intro_001_190574	All passengers, please prepare to leave the Airship.
Npc3/Medium_Friendship_Greeting 2_Intro_000_190576	Hows things then?
Npc3/Medium_Friendship_Greeting 2_Response_003_000_190576	Hooroo.
Generic/AgreeToMakeTech_Intro_000_190578	þExcellent.
Generic/AgreeToMakeTech_Intro_001_190578	<proud>I will begin right away.
Generic/AgreeToMakeTech_Intro_002_190578	<yes>It will probably take all night, but I assure you, it will be ready by tomorrow.
Generic/AgreeToMakeTech_Intro_003_190578	Now, if you do not mind, I have work to do.
Npc6/RandomConvo_014_Intro_000_190582	<yes>Let me tell you, even though I hate doing it, I’m bloody grouse at paperwork.
Npc6/RandomConvo_014_Intro_001_190582	<shy>It’s just something I picked up quickly in <SouthCity>. þ
Npc6/RandomConvo_014_Intro_002_190582	<haha>I guess it made me look like I was a local!þ
Npc6/RandomConvo_014_Intro_003_190582	<yes>I’ll tell you what, if you wanted to do something in <SouthCity>, you needed a form to do it. þ
Npc3/Raining_Greeting 1_Intro_000_190592	<no>Weather’s not bad if you’re a toad.
Npc3/Raining_Greeting 1_Response_003_000_190592	<haha>Hop along then!
Npc6/Morning_Greeting 1_Intro_000_190610	<proud>I’ll tell you what, it’s a lovely morning today.
Npc6/Morning_Greeting 1_Response_003_000_190610	<wave>Enjoy your morning!
Npc2/TechCompletedNoSpace_Intro_000_190642	<proud>I have completed the <itemName> you commissioned!
Npc2/TechCompletedNoSpace_Intro_001_190642	I think you will find it very impressive!
Npc2/TechCompletedNoSpace_Intro_002_190642	<shocked>Oh!
Npc2/TechCompletedNoSpace_Intro_003_190642	<no>It looks like you don't have any room to take it!
Npc2/TechCompletedNoSpace_Intro_004_190642	<yes>I will hold onto it for you until you have enough space to pick it up.
Generic/RequestItem_Incorrect_1_Intro_000_190696	Oh...
Generic/RequestItem_Incorrect_1_Intro_001_190696	I actually wanted <requestItem>.
Generic/RequestItem_Incorrect_1_Intro_002_190696	I'll give this back.
Generic/AtWorkChat_Intro_000_190710	Oh, what did you want to chat about?
Generic/AtWorkChat_Response_002_000_190710	Oh, alright then.
Npc6/RandomConvo_039_Intro_000_190726	Need Text
Npc6/High_Friendship_Greeting 1_Intro_000_190736	<PlayerName>!
Npc6/High_Friendship_Greeting 1_Intro_001_190736	What brings you to see old <myName>?
Npc6/High_Friendship_Greeting 1_Response_003_000_190736	Have a good one!
Npc7/RandomConvo_032_Intro_001_190782	With all their own wildlife?
Npc7/RandomConvo_032_Intro_002_190782	<glee>I heard there were HUNDREDS of different types of animals before everything went South..
Npc7/RandomConvo_032_Intro_003_190782	<thinking>Maybe they survived somewhere?þ
Npc7/RandomConvo_032_Intro_004_190782	<sigh>I sure hope so...
Npc1/Storm_Greeting 1_Intro_000_190788	<no>I hate all this thunder and lightning!
Npc1/Storm_Greeting 1_Intro_001_190788	<yes>But it's always good to see you, <PlayerName>.
Npc1/Storm_Greeting 1_Response_003_000_190788	Don't catch a cold, <PlayerName>!
Npc4/RandomConvo_018_Intro_000_190792	I’ve got a contract I need to keep.þ
Npc4/RandomConvo_018_Intro_001_190792	<haha>Oh, no, it's nothing to do with <Dinks>.þ
Generic/GivenCookingIngredient_Intro_000_190800	Wow! Thank you. Now I can make some <BulletinBoardReward>
Generic/GivenCookingIngredient_Intro_001_190800	Please enjoy this <BulletinBoardReward> .
Generic/GivenCookingIngredient_Intro_002_190800	Thank you so much, <PlayerName> .
Npc1/Cold_Greeting 2_Intro_000_190804	It’s pretty cold today!
Npc1/Cold_Greeting 2_Intro_001_190804	What can I do for you, <PlayerName>?
Npc1/Cold_Greeting 2_Response_003_000_190804	<haha>Alright then, see you!
Npc4/RandomConvo_013_Intro_000_190806	<thinking>You always take some time in your day to come and talk to me.þ
Npc4/RandomConvo_013_Intro_001_190806	<yes>I really appreciate that, y’know.þ
Npc4/RandomConvo_013_Intro_002_190806	<glee>So, thanks!þ
Npc4/RandomConvo_022_Intro_000_190832	<yes>I’m not a huge fan of fashion, but I am a big fan of making things.þ
Npc4/RandomConvo_022_Intro_001_190832	I like to think my clothes will live on longer than me, y’know?þ
Npc4/RandomConvo_022_Intro_002_190832	<yes>Hopefully, they passed down generation to generation.þ
Npc4/RandomConvo_022_Intro_003_190832	<glee>Imagine the stories they will tell!þ
Npc7/WantToBuyAnimalNonLocal_Intro_000_190840	Oh! That's a <buyItemName>.
Npc7/WantToBuyAnimalNonLocal_Intro_001_190840	Shes a cutie, right?
Npc7/WantToBuyAnimalNonLocal_Intro_002_190840	<no>Unfortunately, I can only sell her to people who live on the island.
Npc7/WantToBuyAnimalNonLocal_Intro_003_190840	<shy>I hope you understand.
Generic/CompostRequestCompleteConvo_Intro_000_190846	Oh, you've got <requestItem> ?
Generic/CompostRequestCompleteConvo_Option_000_190846	Here you go!
Generic/CompostRequestCompleteConvo_Option_001_190846	Not yet, sorry.
Generic/CompostRequestCompleteConvo_Response_000_000_190846	Great!
Generic/CompostRequestCompleteConvo_Response_001_000_190846	Oh, okay then...
Npc4/RandomConvo_024_Intro_000_190874	I tried to make some clothes out of those <itemName> lying around <IslandName>.þ
Npc4/RandomConvo_024_Intro_001_190874	<glee>In my head, it sounded awesome. All SPARKLY and SHARP!þ
Npc4/RandomConvo_024_Intro_002_190874	But I just couldn’t bring myself to finish the outfit, y’know?þ
Npc4/RandomConvo_024_Intro_003_190874	<thinking>It felt like… all the darkness within them was brighter than the light on the outside?
Npc4/RandomConvo_019_Intro_000_190882	þI’ve never met anyone who’s like you, <PlayerName>.þþ
Npc4/RandomConvo_019_Intro_001_190882	Everytime I talk to you, I feel like you’ve just given me a bit of your energy, y’know?þþþ
Npc4/RandomConvo_019_Intro_002_190882	<thinking>It kinda feels like that if you aren’t around, I don’t know what to do.þ
Npc4/RandomConvo_019_Intro_003_190882	<shy>Does that make sense?þ
Npc6/RandomConvo_037_Intro_000_190892	Need Text
Npc0/Highest_Friendship_Greeting 1_Intro_000_190900	Hey, it’s <PlayerName>!þ
Npc0/Highest_Friendship_Greeting 1_Intro_001_190900	What’s up?þ
Npc0/Highest_Friendship_Greeting 1_Response_003_000_190900	Catch you later!
Npc1/Storm_Greeting 2_Intro_000_190936	It’s raining, it’s storming and who do I see but <PlayerName>!
Npc1/Storm_Greeting 2_Response_003_000_190936	Stay safe, <PlayerName>!
Npc4/RandomConvo_025_Intro_000_190938	I love how much you switch it up with your outfits, <PlayerName>.þ
Npc4/RandomConvo_025_Intro_001_190938	Some people just wear the same thing every day, y’know?þþþ
Npc4/RandomConvo_025_Intro_002_190938	<haha>Sometimes I stare at them, trying to make them change.þ
Npc4/RandomConvo_025_Intro_003_190938	<no>I guess some people just aren't programmed that way.þ
Generic/8 NPC_Sally_Details_Intro_000_192776	Oh. My. Goodness.
Generic/8 NPC_Sally_Details_Intro_001_192776	The things I could do with that hair? 
Generic/8 NPC_Sally_Details_Intro_002_192776	Magic. <pumped>
Generic/8 NPC_Sally_Details_Intro_003_192776	Oh, sorry. I'm <myName>.
Generic/8 NPC_Sally_Details_Intro_004_192776	If you're getting tired of that hairstyle, or the colour?
Generic/8 NPC_Sally_Details_Intro_005_192776	I can try my best to change it for you. <shy>
Generic/12 NPC_Villager2_Intro_000_192778	Ah! Hey there!
Generic/12 NPC_Villager2_Intro_001_192778	I'm <myName>. I moved into the new house here.
Generic/12 NPC_Villager2_Intro_002_192778	You're <PlayerName>, right?
Generic/12 NPC_Villager2_Intro_003_192778	I heard that you're the one thats been working hard to get this town set up?
Generic/12 NPC_Villager2_Intro_004_192778	Well, thanks for that, <PlayerName>! <glee>
Generic/14 NPC_Villager4_Intro_000_192780	Ah! Hey there!
Generic/14 NPC_Villager4_Intro_001_192780	I'm <myName>. I moved into the new house here.
Generic/14 NPC_Villager4_Intro_002_192780	You're <PlayerName>, right?
Generic/14 NPC_Villager4_Intro_003_192780	I heard that you're the one thats been working hard to get this town set up?
Generic/14 NPC_Villager4_Intro_004_192780	Well, thanks for that, <PlayerName>! <glee>
Generic/14 NPC_Ghost_Intro_000_192782	Ah! Hey there!
Generic/14 NPC_Ghost_Intro_001_192782	I'm <myName>. I moved into the new house here.
Generic/14 NPC_Ghost_Intro_002_192782	You're <PlayerName>, right?
Generic/14 NPC_Ghost_Intro_003_192782	I heard that you're the one thats been working hard to get this town set up?
Generic/14 NPC_Ghost_Intro_004_192782	Well, thanks for that, <PlayerName>! <glee>
Generic/13 NPC_Villager3_Intro_000_192784	Ah! Hey there!
Generic/13 NPC_Villager3_Intro_001_192784	I'm <myName>. I moved into the new house here.
Generic/13 NPC_Villager3_Intro_002_192784	You're <PlayerName>, right?
Generic/13 NPC_Villager3_Intro_003_192784	I heard that you're the one thats been working hard to get this town set up?
Generic/13 NPC_Villager3_Intro_004_192784	Well, thanks for that, <PlayerName>! <glee>
Generic/SpecialIntro_Intro_000_194292	Looks like we've landed!
Generic/SpecialIntro_Intro_001_194292	<glee>þI'll tell you what, I’m so glad you’ve decided to accompany me on this adventure, <PlayerName>.
Generic/SpecialIntro_Intro_002_194292	<worried>þI was starting to think no one in <SouthCity> was brave enough to join me!
Generic/SpecialIntro_Intro_003_194292	<haha>When you were the first and only person to respond to my ad, I knew you were the right person for the job!
Generic/SpecialIntro_Intro_004_194292	<no>Oh dear, look at old <myName> waffle on...
Generic/SpecialIntro_Intro_005_194292	Let's get cracking, <PlayerName>!
Generic/SpecialIntro_Intro_006_194292	I'll see you outside, okay?
Generic/Completed_Intro_000_194492	Oh, <PlayerName>!
Generic/Completed_Intro_001_194492	<IslandName> is growing very nicely.
Generic/Completed_Intro_002_194492	With our current population, <SouthCity> has offically recognised <IslandName> as a settlement.
Generic/Completed_Intro_003_194492	That means we can upgrade the base tent into a real Town Hall.
Generic/Completed_Intro_004_194492	<proud>I'll tell you what, I'll cover the costs myself.
Generic/Completed_Intro_005_194492	If I could ask you to gather items required for the Town Hall.
Generic/Completed_Intro_006_194492	<yes>I've put a Deposit Box out the front of the Base Tent.
Generic/Completed_Intro_007_194492	<shy>I'll tell you what, you've really changed my life for the better, <PlayerName>.
Generic/Completed_Intro_008_194492	<yes>Infact, everyone here on <IslandName> owes it all to you!
Generic/Completed_Intro_009_194492	<yes>It's not much, but we wanted to get you a gift.
Generic/Completed_Intro_010_194492	<yes>Think of it as a symbol of gratitude from everyone here on <IslandName>.
Npc9/FullPhotoNoPhoto_Intro_000_194686	Oh! What a wonderful photo that is!
Npc9/FullPhotoNoPhoto_Intro_001_194686	<getPhotoDetails>
Npc9/FullPhotoNoPhoto_Intro_002_194686	I'm quite fond of it to be honest! <haha>
Generic/BuilldTownOfficeRequest_Intro_000_194950	Oh, <PlayerName>.
Generic/BuilldTownOfficeRequest_Intro_001_194950	<glee>I, like, have a gift for you.
Generic/BuilldTownOfficeRequest_Intro_002_194950	It's my <itemName>.
Generic/BuilldTownOfficeRequest_Intro_003_194950	<shy>I've been adding information to it, like, my whole life.
Generic/BuilldTownOfficeRequest_Intro_004_194950	<thinking>You could probably use it to get some infomation on any plants you are growing.
Generic/BuilldTownOfficeRequest_Intro_005_194950	<yes>Oh, don't worry about me, I think you'll, like, get more use out of it to be honest.
Generic/BuilldTownOfficeRequest_Intro_006_194950	<haha>Anyway, I've got all the info up here!
Generic/IntroToQuest_Intro_000_194952	I’m very impressed with the work you’ve done here today, <PlayerName>.
Generic/IntroToQuest_Intro_001_194952	<proud>I think there is a great future for us all here at <IslandName>.
Generic/IntroToQuest_Intro_002_194952	<shy>Here is a gift for helping me out so much.
Generic/IntroToQuest_Intro_003_194952	It's a <itemName>!
Generic/IntroToQuest_Intro_004_194952	I think you should take the rest of the day off.
Generic/IntroToQuest_Intro_005_194952	Maybe you could go catch some of the bugs around here?
Generic/IntroToQuest_Intro_006_194952	Or maybe you could cook some of that fruit you found?
Generic/IntroToQuest_Option_000_194952	I'll figure out something to do...
Generic/IntroToQuest_Option_001_194952	I'm ready for bed!
Generic/IntroToQuest_Response_000_000_194952	<haha>I’m sure you will! 
Generic/IntroToQuest_Response_000_001_194952	Oh and before I forget, take this <itemName> too.
Generic/IntroToQuest_Response_000_002_194952	When you get tired, pop that on the ground and have a lay down.
Generic/IntroToQuest_Response_000_003_194952	<haha>I'll tell you what, a good nights rest will do us both good!
Generic/IntroToQuest_Response_000_004_194952	Thanks for your help today, <PlayerName>.
Generic/IntroToQuest_Response_000_005_194952	I can't believe we're on <IslandName>!
Generic/IntroToQuest_Response_000_006_194952	<glee>I couldn't have done any of this without you!
Generic/IntroToQuest_Response_001_000_194952	<haha>I'm tired too!
Generic/IntroToQuest_Response_001_001_194952	Here, take this <itemName>.
Generic/IntroToQuest_Response_001_002_194952	If you are tired, pop that on the ground and have a lay down.
Generic/IntroToQuest_Response_001_003_194952	<haha>I'll tell you what, a good nights rest will do us both good!
Generic/IntroToQuest_Response_001_004_194952	Thanks for your help today, <PlayerName>.
Generic/IntroToQuest_Response_001_005_194952	I can't believe we're on <IslandName>!
Generic/IntroToQuest_Response_001_006_194952	<glee>I couldn't have done any of this without you!
Generic/Intro_Intro_000_194954	<PlayerName>, I've been contacted by some of the people back in <SouthCity>.
Generic/Intro_Intro_001_194954	<no>I've been notified that we will need 5 permanent residents before <IslandName> is recognised as an official settlement.
Generic/Intro_Intro_002_194954	Now, there is no hurry, but maybe that should be our next goal?
Generic/Intro_Intro_003_194954	<haha>I'll tell you what, any visitors that see how nice <IslandName> is will want to stay anyway!
Generic/Intro_Intro_004_194954	Once <SouthCity> recognises <IslandName> as an official settlement, we can build a Town Hall!
Generic/Intro_Intro_005_194954	<glee>I'm sure we'll reach our goal soon!
Generic/IntroToQuest_Intro_000_194956	I’ve got another job for you! You up for it?þ
Generic/IntroToQuest_Option_000_194956	I'm ready!
Generic/IntroToQuest_Option_001_194956	Not yet.
Generic/IntroToQuest_Response_000_000_194956	If we are going to build anything around here we’re going to need materials.þ
Generic/IntroToQuest_Response_000_001_194956	I reckon we need to wood and Tin. þ
Generic/IntroToQuest_Response_000_002_194956	Now, wood? That’s easy. You chop down a tree and then you’ve got some wood.þ <yes>
Generic/IntroToQuest_Response_000_003_194956	But Tin? That’s a bit trickier. I’ve seen it around the island poking out of rocks here and there. It’s a dark ore. You’ll know it if you see it.<yes>
Generic/IntroToQuest_Response_000_004_194956	Now, we’re going to need to smelt it down into bars before we can use the Tin Ore for building things. <thinking>
Generic/IntroToQuest_Response_000_005_194956	Go give the island a bit of a looky-loo for <questRequiredItems>.
Generic/IntroToQuest_Response_000_006_194956	Bring them back here and I'll show you how we can turn Tin Ore into bars. <glee>
Generic/IntroToQuest_Response_001_000_194956	Righto then.
Generic/IntroToQuest_Response_001_001_194956	Come see me soon, okay?
Generic/Intro_Intro_000_194958	Oh <PlayerName>!
Generic/Intro_Intro_001_194958	Our town is really growing!
Generic/Intro_Intro_002_194958	Someone has let me know they are interesting in living here.
Generic/Intro_Intro_003_194958	There is a new deed for a home avaliable. <yes>
Generic/Intro_Intro_004_194958	Once their home is build I'm sure they will move in! <glee>
Generic/IntroToQuest_Intro_000_194960	As you know, we’ve been tasked with starting a new settlement on this island.þ
Generic/IntroToQuest_Intro_001_194960	I know you’ve just arrived but I’m going to need your help right away!þ
Generic/IntroToQuest_Intro_002_194960	The first thing we need to do is set up a base camp.þ
Generic/IntroToQuest_Intro_003_194960	Take this <itemName>. This will be our base of operations as it were. We will be building the settlement out from there.
Generic/IntroToQuest_Intro_004_194960	Please take your time to look around the island before deciding where to start our new settlement.
Generic/IntroToQuest_Intro_005_194960	Once you have found a suitable place,  you will need to clear out the land to place the <itemName>.
Generic/IntroToQuest_Intro_006_194960	I’ll give you some tools that I’ve brought with me. These should be enough to clear some space to set up the <itemName>
Generic/IntroToQuest_Intro_007_194960	I will wait here at the dock, but I will meet you at the <itemName> once you’ve got it set up. If you have any further questions please come and see me.
Generic/IntroToQuest_Intro_008_194960	I’m so glad you’ve made it here safe and I’m very excited to be working with you!
Generic/IntroToQuest_Intro_000_194962	Wow!
Generic/IntroToQuest_Intro_001_194962	<glee>Smell that fresh air!
Generic/IntroToQuest_Intro_002_194962	I'll tell you what, it feels good to finally be back on <IslandName>.
Generic/IntroToQuest_Intro_003_194962	Now, <PlayerName>, I’m going to need your help getting settled, okay?þ
Generic/IntroToQuest_Intro_004_194962	<yes>I’ll give you this <itemName>. Take your time and find a good place for it. It’ll be our like our town hub!
Generic/IntroToQuest_Intro_005_194962	Take this map as well. If you have any questions, please just ask me.þ
Generic/IntroToQuest_Intro_006_194962	<shy>I haven’t been back to <IslandName> for a very long time, but I think I can still be helpful.þ
Generic/IntroToQuest_Intro_007_194962	<yes>I’ll be waiting by this dock until you set up the <itemName>.
Generic/IntroToQuest_Intro_008_194962	<yes>So if you get lost, just check your map to find the dock again.
Generic/IntroToQuest_Intro_009_194962	Good luck, <PlayerName>!
Generic/IntroToQuest_Intro_000_194964	<shy>I’ve got another job for you, <PlayerName>.þ
Generic/IntroToQuest_Intro_001_194964	 You up for it?
Generic/IntroToQuest_Option_000_194964	I'm ready!
Generic/IntroToQuest_Option_001_194964	I want to apply for a licence.
Generic/IntroToQuest_Option_002_194964	Not yet.
Generic/IntroToQuest_Response_000_000_194964	I'll tell you what, I think camping is fun!
Generic/IntroToQuest_Response_000_001_194964	<yes>But if we’re going convince people to stay here on <IslandName> we’ve gotta start building more permanent structures.
Generic/IntroToQuest_Response_000_002_194964	<thinking>I’ve noticed there is a lot of <itemName> on this island. I’ve seen it popping out of rocks all over the place.
Generic/IntroToQuest_Response_000_003_194964	<proud>I know a way we can melt down <itemName> into stuff great for building.
Generic/IntroToQuest_Response_000_004_194964	Now, I'll need you to bring me some items.
Generic/IntroToQuest_Response_000_005_194964	We'll need <questRequiredItems>.
Generic/IntroToQuest_Response_000_006_194964	Keep in mind, you will need a <MiningLicence> to buy a pickaxe to collect ore and rocks.
Generic/IntroToQuest_Response_000_007_194964	<proud>Once you’ve gathered everything we need, come and see me!
Generic/IntroToQuest_Response_001_000_194964	Let's have a look then.
Generic/IntroToQuest_Response_002_000_194964	<yes>Righto.
Generic/IntroToQuest_Response_002_001_194964	You've been helping out a lot, so take your time, <PlayerName>.
Generic/IntroToQuest_Response_002_002_194964	<glee>Just come back and see me when you're ready.
Generic/PlaceKennelRequest_Intro_000_194966	Hey <PlayerName>. Want a pet dog?
Generic/PlaceKennelRequest_Intro_001_194966	<yes>If you do place this <itemName> somewhere and come and speak to me.
Generic/Intro_Intro_000_194968	Oh <PlayerName>!
Generic/Intro_Intro_001_194968	Our town is really growing!
Generic/Intro_Intro_002_194968	Someone has let me know they are interesting in living here.
Generic/Intro_Intro_003_194968	There is a new deed for a home avaliable. <yes>
Generic/Intro_Intro_004_194968	Once their home is build I'm sure they will move in! <glee>
Generic/Intro_Intro_000_194970	Oh, <PlayerName>!
Generic/Intro_Intro_001_194970	The towns ecconomy is growing very nicely.
Generic/Intro_Intro_002_194970	I think it might be a good time for us to think about maybe building a bank.
Generic/Intro_Intro_003_194970	Please speak to me if you are interested in applying for a bank deed! <yes>
Generic/Intro_Intro_000_194972	Oh <PlayerName>!
Generic/Intro_Intro_001_194972	Our town is really growing!
Generic/Intro_Intro_002_194972	Someone has let me know they are interesting in living here.
Generic/Intro_Intro_003_194972	There is a new deed for a home avaliable. <yes>
Generic/Intro_Intro_004_194972	Once their home is build I'm sure they will move in! <glee>
Generic/BuilldTownOfficeRequest_Intro_000_194974	Hey <PlayerName>.
Generic/BuilldTownOfficeRequest_Intro_001_194974	I've had an idea for something <IslandName> could really use!
Generic/BuilldTownOfficeRequest_Intro_002_194974	Take this <itemName>.
Generic/BuilldTownOfficeRequest_Intro_003_194974	<proud>I thought people could maybe put things they don't want in here.
Generic/BuilldTownOfficeRequest_Intro_004_194974	<yes>I will clear it out on Thursdays.
Generic/BuilldTownOfficeRequest_Intro_005_194974	<shocked>What am I doing with the stuff?
Generic/BuilldTownOfficeRequest_Intro_006_194974	<shy>I'm going to recycle it...
Generic/BuilldTownOfficeRequest_Intro_007_194974	<glee>Anyway, if you could place it down somewhere, that would be great.
Generic/BuilldTownOfficeRequest_Intro_008_194974	<yes>Be sure to check it every so often.
Generic/BuilldTownOfficeRequest_Intro_009_194974	<yes>Anything you find in it is up for grabs, so feel free to take it!
Generic/Intro_Intro_000_194976	Oh <PlayerName>!
Generic/Intro_Intro_001_194976	Our town is really growing!
Generic/Intro_Intro_002_194976	Someone has let me know they are interesting in living here.
Generic/Intro_Intro_003_194976	There is a new deed for a home avaliable. <yes>
Generic/Intro_Intro_004_194976	Once their home is build I'm sure they will move in! <glee>
Generic/IntroToQuest_Intro_000_194978	<PlayerName>! I received a letter earlier today from someone named <NPCName>. Unusual name, if you ask me.
Generic/IntroToQuest_Intro_001_194978	Now I’ve heard of this fella. He’s a travelling trader. More than that, he’s a bloody legend.
Generic/IntroToQuest_Intro_002_194978	Rumour is that his parents acquired him by trading a set of antique cutlery!
Generic/IntroToQuest_Intro_003_194978	Trading is in his very blood!
Generic/IntroToQuest_Intro_004_194978	Well, he’s heard about all the hard work we’re doing putting this town together, and he reckons he wants to bring his little travelling store right here.
Generic/IntroToQuest_Intro_005_194978	Opportunity is knocking, so let’s answer that door with a smile. Let's clear out some more space somewhere for this <itemName>
Generic/IntroToQuest_Intro_006_194978	That way, there will be a place for anyone visiting our island to stay.
Generic/IntroToQuest_Intro_007_194978	<PlayerName>, take this <itemName> and place it somewhere you think would be a good place visitors can stay.þ
Generic/IntroToQuest_Intro_000_194980	<shy>That journal means a lot to me.
Generic/IntroToQuest_Intro_001_194980	<shy>But I think my Dad would be glad someone like you is looking after it.
Generic/IntroToQuest_Intro_002_194980	<pumped>But, I have a challenge for you, <PlayerName>.
Generic/IntroToQuest_Intro_003_194980	<pumped>I want you to try and beat my Father’s milestones.
Generic/IntroToQuest_Intro_004_194980	<no>Some of these milestones are going to take a long time to complete, but there is no hurry.
Generic/IntroToQuest_Intro_005_194980	<thinking>I’m also going to add daily tasks to the journal. These will be smaller milestones that should be easy to complete in just one day.
Generic/IntroToQuest_Intro_006_194980	<proud>Now for the good part.
Generic/IntroToQuest_Intro_007_194980	<glee>For every milestone you surpass, you’ll be rewarded with <PermitPoints>.
Generic/IntroToQuest_Intro_008_194980	<yes>I'll tell you what, you're going to want a lot of <PermitPoints> eventually.
Generic/IntroToQuest_Intro_009_194980	<no>But we can talk more about that tomorrow.
Generic/IntroToQuest_Intro_010_194980	<yes>For now, check out the journal.
Generic/IntroToQuest_Intro_011_194980	<shocked>I think you’ll find that you’ve actually completed some of the milestones inside.
Generic/IntroToQuest_Intro_012_194980	So be sure to claim them. <glee>
Generic/IntroToQuest_Intro_013_194980	<yes>Now, are you hungry? I am.
Generic/IntroToQuest_Intro_014_194980	<haha>I think it's just about lunch time.
Generic/IntroToQuest_Intro_015_194980	<glee>I’ve seen fruit growing around this island and that sounds tasty!
Generic/IntroToQuest_Intro_016_194980	<yes>You go and find us some fruit and when you get back I will show you how to craft a <itemName>.
Generic/IntroToQuest_Intro_000_194982	Oh, <PlayerName>. I almost forgot!
Generic/IntroToQuest_Intro_001_194982	I noticed <NPCName> is selling a <itemName>.
Generic/IntroToQuest_Intro_002_194982	That’s a tool I think will be very handy, indeed!
Generic/IntroToQuest_Intro_003_194982	I think we should try and make enough money to buy a <itemName> from <NPCName>.
Generic/IntroToQuest_Intro_004_194982	Here is my half of the Dinks. The rest is up to you! 
Generic/BuildTeleporterRequest_Intro_000_194984	<yes><PlayerName>, I see you have been repairing the Tele-Towers around the island.
Generic/BuildTeleporterRequest_Intro_001_194984	<thinking>To be honest, I did not think you had the know-how to even understand what they were intended for…
Generic/BuildTeleporterRequest_Intro_002_194984	<yes>Regardless, I have come up with an idea to build a <itemName> that we could place wherever we want.
Generic/BuildTeleporterRequest_Intro_003_194984	<thinking>Now adding too many would most likely disrupt the Tele-Network.
Generic/BuildTeleporterRequest_Intro_004_194984	<yes>So I think we will only be able to build one.
Generic/BuildTeleporterRequest_Intro_005_194984	I have spoken to <NPCName> and she has agreed to add it to the available deeds.
Npc6/Already Being Upgraded_Intro_000_195548	Wait! It looks like we're already working on your house!
Npc6/Already Being Upgraded_Intro_001_195548	Make sure you place all the items needed for costruction into the construction box infront of your house.
Npc6/Already Being Upgraded_Intro_002_195548	As soon as construction is completed, we'll see what we can do to make your house bigger. <glee>
Npc6/Upgrade House No Money Tent_Intro_000_196032	Very good!
Npc6/Upgrade House No Money Tent_Intro_001_196032	...Oh. It seems like you a bit short on cash. <shy>
Npc6/Upgrade House No Money Tent_Intro_002_196032	Perhaps you can come back when your pockets are a bit heavier?
Npc9/NonLocalEmpty_Intro_000_196740	Oh, that's an empty frame.
Npc9/NonLocalEmpty_Intro_001_196740	<glee>We actually encourage locals to donate their own photos to display here!
Generic/TalkToWhileNotComplete_Intro_000_196980	We've done some good work today, <PlayerName>!
Generic/TalkToWhileNotComplete_Intro_001_196980	Take the rest of the day off! 
Generic/TalkToWhileNotComplete_Intro_002_196980	<yes>We've got more work to do tomorrow!
Generic/TalkToWhileNotComplete_Option_000_196980	Crafting a fire?
Generic/TalkToWhileNotComplete_Option_001_196980	Cooking at a fire?
Generic/TalkToWhileNotComplete_Option_002_196980	Bug hunting?
Generic/TalkToWhileNotComplete_Option_003_196980	Sleeping?
Generic/TalkToWhileNotComplete_Option_004_196980	I'm on it!
Generic/TalkToWhileNotComplete_Response_000_000_196980	Feel free to use the <itemName> in the Base Tent whenever you want.
Generic/TalkToWhileNotComplete_Response_000_001_196980	I'll tell you what, I'm sure you'll learn how to craft lots of useful things here on <IslandName>!
Generic/TalkToWhileNotComplete_Response_001_000_196980	Once you've got your <itemName> going, just put the item you want to cook into your hands.
Generic/TalkToWhileNotComplete_Response_001_001_196980	<yes>Then all that's left to do it pop it on and wait!
Generic/TalkToWhileNotComplete_Response_001_002_196980	<thinking>You'll want to eat a lot of food to keep your energy up!
Generic/TalkToWhileNotComplete_Response_002_000_196980	There are a lot of bugs found only here on <IslandName>.
Generic/TalkToWhileNotComplete_Response_002_001_196980	<yes>Everytime you catch a new one it will be added to your Pedia. 
