Key	English
Generic/GivenCorrectItemForTrade_Intro_000_-996526593	You've got yourself a deal, <PlayerName>.
Generic/GivenCorrectItemForTrade_Intro_001_1574432890	Here's my <BulletinBoardReward>.
Generic/GivenCorrectItemForTrade_Intro_002_-989872056	Thanks for trading!
Generic/GivenCorrectPhoto_Intro_000_-2000246468	Wow!
Generic/GivenCorrectPhoto_Intro_001_-235802611	<yes>This is a great photo, <PlayerName>.
Generic/GivenCorrectPhoto_Intro_002_2112495591	<glee>Thank you for taking this for me!
Generic/GivenCorrectPhoto_Intro_003_2080453986	Can I keep it? I will pay <BulletinBoardReward>?
Generic/GivenCorrectPhoto_Option_000_-1909237717	It's all yours!
Generic/GivenCorrectPhoto_Option_001_1895671357	Actually I want it...
Generic/GivenCorrectPhoto_Response_000_000_-1262878884	<glee>Thank you very much <PlayerName>!
Generic/GivenCorrectPhoto_Response_000_001_305975759	Here is <BulletinBoardReward>!
Generic/GivenCorrectPhoto_Response_001_000_58551530	<sigh>Well, thanks for letting me take a look anyway...
Generic/GivenCorrectShippingItem_Intro_000_-1115284289	<glee>Thanks a lot, <PlayerName>!
Generic/GivenCorrectShippingItem_Intro_001_729296224	<yes>You've really saved me, I didn't think I would get that shipment filled.
Generic/GivenCorrectShippingItem_Intro_002_-590471386	Here is your <BulletinBoardReward>!
Generic/GivenSmeltingIngredient_Intro_000_1149130067	Thank you, <PlayerName>.
Generic/GivenSmeltingIngredient_Intro_001_1996132898	Take these <BulletinBoardReward>. I just like smelting them and I don't really need them.
Generic/Intro_Intro_000_-1263346078	Oh <PlayerName>!
Generic/Intro_Intro_000_-1962561300	Oh, <PlayerName>!
Generic/Intro_Intro_000_-214889772	<PlayerName>, I've been contacted by some of the people back in <SouthCity>.
Generic/Intro_Intro_000_620639688	<yes><IslandName> is really starting to grow…
Generic/Intro_Intro_000_-876243354	Ah, <PlayerName>.þ
Generic/Intro_Intro_001_1607847307	<thinking>I’ll tell you what, it might be a good idea to build a Band Stand.
Generic/Intro_Intro_001_2017910248	The towns ecconomy is growing very nicely.
Generic/Intro_Intro_001_-426756509	Our town is really growing!
Generic/Intro_Intro_001_-541339194	<no>I've been notified that we will need 5 permanent residents before <IslandName> is recognised as an official settlement.
Generic/Intro_Intro_001_-903664867	Am I correct in assuming that you have discovered the incredibly rare <itemName>.
Generic/Intro_Intro_002_-161680636	Now, there is no hurry, but maybe that should be our next goal?
Generic/Intro_Intro_002_1664411005	I think it might be a good time for us to think about maybe building a bank.
Generic/Intro_Intro_002_-1923800023	<thinking>I have seen this ore referenced often in the data I have been extracting from the shiny discs.
Generic/Intro_Intro_002_-83166712	Someone has let me know they are interesting in living here.
Generic/Intro_Intro_002_-995918088	<haha>No, we’re not having any musical guests any time soon.
Generic/Intro_Intro_003_-1168595770	<haha>I'll tell you what, any visitors that see how nice <IslandName> is will want to stay anyway!
Generic/Intro_Intro_003_1802048118	There is a new deed for a home avaliable. <yes>
Generic/Intro_Intro_003_1918653559	Please speak to me if you are interested in applying for a bank deed! <yes>
Generic/Intro_Intro_003_-2045966317	<PlayerName>, if <IslandName> had a Band Stand, we could use it as a place to host events.
Generic/Intro_Intro_003_-446388637	<thinking>However, I must admit, I had assumed that it was a myth...
Generic/Intro_Intro_004_-1349217981	Once <SouthCity> recognises <IslandName> as an official settlement, we can build a Town Hall!
Generic/Intro_Intro_004_1757828244	Once their home is build I'm sure they will move in! <glee>
Generic/Intro_Intro_004_1930163978	We could host parties, gatherings, celebrations…
Generic/Intro_Intro_004_608156424	If you could bring me 10 <itemName>, I believe I may have a way to process it into a very useful material.
Generic/Intro_Intro_005_1933124304	<glee>I'm sure we'll reach our goal soon!
Generic/Intro_Intro_005_518937087	Please come back and speak to me once you have collected the <itemName>.
Generic/Intro_Intro_005_710745444	<glee>It would be a place where everyone on <IslandName> could gather and just hang out.
Generic/Intro_Intro_006_1422204396	I’ve already applied for the <itemName>.
Generic/Intro_Intro_007_257424104	<yes>So, come and speak to me if you think we are ready to build it.
Generic/IntroToQuest_Intro_000_-1569145569	<shy>That journal means a lot to me.
Generic/IntroToQuest_Intro_000_1629639531	<PlayerName>! I received a letter earlier today from someone named <NPCName>. Unusual name, if you ask me.
Generic/IntroToQuest_Intro_000_198331473	I’m very impressed with the work you’ve done here today, <PlayerName>.
Generic/IntroToQuest_Intro_000_-2000246468	Wow!
Generic/IntroToQuest_Intro_000_-242915526	<shy>I’ve got another job for you, <PlayerName>.þ
Generic/IntroToQuest_Intro_000_722888991	As you know, we’ve been tasked with starting a new settlement on this island.þ
Generic/IntroToQuest_Intro_000_852993994	Oh, <PlayerName>. I almost forgot!
Generic/IntroToQuest_Intro_000_-970336406	I’ve got another job for you! You up for it?þ
Generic/IntroToQuest_Intro_001_1116324334	I noticed <NPCName> is selling a <itemName>.
Generic/IntroToQuest_Intro_001_-1212718341	 You up for it?
Generic/IntroToQuest_Intro_001_-1311643710	<glee>Smell that fresh air!
Generic/IntroToQuest_Intro_001_-1366044649	<proud>I think there is a great future for us all here at <IslandName>.
Generic/IntroToQuest_Intro_001_-420770067	<shy>But I think my Dad would be glad someone like you is looking after it.
Generic/IntroToQuest_Intro_001_442058723	I know you’ve just arrived but I’m going to need your help right away!þ
Generic/IntroToQuest_Intro_001_459401005	Now I’ve heard of this fella. He’s a travelling trader. More than that, he’s a bloody legend.
Generic/IntroToQuest_Intro_002_1270644192	I'll tell you what, it feels good to finally be back on <IslandName>.
Generic/IntroToQuest_Intro_002_-1594068275	<pumped>But, I have a challenge for you, <PlayerName>.
Generic/IntroToQuest_Intro_002_-1888342990	Rumour is he traded a paperclip for a boat once!
Generic/IntroToQuest_Intro_002_-293567288	The first thing we need to do is set up a base camp.þ
Generic/IntroToQuest_Intro_002_733784608	That’s a tool I think will be very handy, indeed!
Generic/IntroToQuest_Intro_002_747685788	<shy>Here is a gift for helping me out so much.
Generic/IntroToQuest_Intro_003_-2007296247	It's a <itemName>!
Generic/IntroToQuest_Intro_003_-2096800245	Trading is in his very blood!
Generic/IntroToQuest_Intro_003_-275257405	Now, <PlayerName>, I’m going to need your help getting settled, okay?þ
Generic/IntroToQuest_Intro_003_30671916	I think we should try and make enough money to buy a <itemName> from <NPCName>.
Generic/IntroToQuest_Intro_003_-635629695	<pumped>I want you to try and beat my Father’s milestones.
Generic/IntroToQuest_Intro_003_697193655	Take this <itemName>. This will be our base of operations as it were. We will be building the settlement out from there.
Generic/IntroToQuest_Intro_004_-1781835215	Here is my half of the Dinks. The rest is up to you! 
Generic/IntroToQuest_Intro_004_-325273725	Well, he’s heard about all the hard work we’re doing putting this town together, and he reckons he wants to bring his little travelling store right here.
Generic/IntroToQuest_Intro_004_-496340670	I think you should take the rest of the day off.
Generic/IntroToQuest_Intro_004_-706726307	Please take your time to look around the island before deciding where to start our new settlement.
Generic/IntroToQuest_Intro_004_727618014	<no>Some of these milestones are going to take a long time to complete, but there is no hurry.
Generic/IntroToQuest_Intro_004_752075203	<yes>I’ll give you this <itemName>. Take your time and find a good place for it. It’ll be like our town hub!
Generic/IntroToQuest_Intro_005_-2054956679	Once you have found a suitable place,  you will need to clear out the land to place the <itemName>.
Generic/IntroToQuest_Intro_005_-618367852	Maybe you could go catch some of the bugs around here?
Generic/IntroToQuest_Intro_005_708294208	Take this map as well. If you have any questions, please just ask me.þ
Generic/IntroToQuest_Intro_005_-710195983	Opportunity is knocking, so let’s answer that door with a smile. Let's clear out some more space somewhere for this <itemName>
Generic/IntroToQuest_Intro_005_854179379	<thinking>I’m also going to add daily tasks to the journal. These will be smaller milestones that should be easy to complete in just one day.
Generic/IntroToQuest_Intro_006_123108970	<proud>Now for the good part.
Generic/IntroToQuest_Intro_006_-1257970892	I’ll give you some tools that I’ve brought with me. These should be enough to clear some space to set up the <itemName>
Generic/IntroToQuest_Intro_006_-1639147781	Or maybe you could cook some of that fruit you found?
Generic/IntroToQuest_Intro_006_791496002	That way, there will be a place for anyone visiting our island to stay.
Generic/IntroToQuest_Intro_006_-99050250	<shy>I haven’t been back to <IslandName> for a very long time, but I think I can still be helpful.þ
Generic/IntroToQuest_Intro_007_1114787428	<glee>For every milestone you surpass, you’ll be rewarded with <PermitPoints>.
Generic/IntroToQuest_Intro_007_1851400276	<PlayerName>, take this <itemName> and place it somewhere you think would be a good place visitors can stay.þ
Generic/IntroToQuest_Intro_007_-2100263442	<yes>I’ll be waiting by this dock until you set up the <itemName>.
Generic/IntroToQuest_Intro_007_-549091366	I will wait here at the dock, but I will meet you at the <itemName> once you’ve got it set up. If you have any further questions please come and see me.
Generic/IntroToQuest_Intro_008_-1881163559	<yes>I'll tell you what, you're going to want a lot of <PermitPoints> eventually.
Generic/IntroToQuest_Intro_008_-586656376	I’m so glad you’ve made it here safe and I’m very excited to be working with you!
Generic/IntroToQuest_Intro_008_789647336	<yes>So if you get lost, just check your map to find the dock again.
Generic/IntroToQuest_Intro_009_1349171058	<no>But we can talk more about that tomorrow.
Generic/IntroToQuest_Intro_009_-291966791	Good luck, <PlayerName>!
Generic/IntroToQuest_Intro_010_1498227890	<yes>For now, check out the journal.
Generic/IntroToQuest_Intro_011_1278655722	<shocked>I think you’ll find that you’ve actually completed some of the milestones inside.
Generic/IntroToQuest_Intro_012_-1088063672	So be sure to claim them. <glee>
Generic/IntroToQuest_Intro_013_1664806021	<yes>Now, are you hungry? I am.
Generic/IntroToQuest_Intro_014_-1972654220	<haha>I think it's just about lunch time.
Generic/IntroToQuest_Intro_015_-880849660	<glee>I’ve seen fruit growing around this island and that sounds tasty!
Generic/IntroToQuest_Intro_016_53939396	<yes>You go and find us some fruit and when you get back I will show you how to craft a <itemName>.
Generic/IntroToQuest_Option_000_1132139550	I'll figure out something to do...
Generic/IntroToQuest_Option_000_-1606942539	I'm ready!
Generic/IntroToQuest_Option_001_-478799519	I'm ready for bed!
Generic/IntroToQuest_Option_001_624177361	I want to apply for a licence.
Generic/IntroToQuest_Option_001_-69965705	Not yet.
Generic/IntroToQuest_Option_002_-69965705	Not yet.
Generic/IntroToQuest_Response_000_000_-1843857184	I'll tell you what, I think camping is fun!
Generic/IntroToQuest_Response_000_000_-419569558	If we are going to build anything around here we’re going to need materials.þ
Generic/IntroToQuest_Response_000_000_-782283446	<haha>I’m sure you will! 
Generic/IntroToQuest_Response_000_001_-1321341458	I reckon we need to wood and Tin. þ
Generic/IntroToQuest_Response_000_001_-1806245968	Oh and before I forget, take this <itemName> too.
Generic/IntroToQuest_Response_000_001_1968507738	<yes>But if we’re going convince people to stay here on <IslandName> we’ve gotta start building more permanent structures.
Generic/IntroToQuest_Response_000_002_1331364812	When you get tired, pop that on the ground and have a lay down.
Generic/IntroToQuest_Response_000_002_1742165851	Now, wood? That’s easy. You chop down a tree and then you’ve got some wood.þ <yes>
Generic/IntroToQuest_Response_000_002_986515132	<thinking>I’ve noticed there is a lot of <itemName> on this island. I’ve seen it popping out of rocks all over the place.
Generic/IntroToQuest_Response_000_003_1994797160	But Tin? That’s a bit trickier. I’ve seen it around the island poking out of rocks here and there. It’s a dark ore. You’ll know it if you see it.<yes>
Generic/IntroToQuest_Response_000_003_-453960907	<haha>I'll tell you what, a good nights rest will do us both good!
Generic/IntroToQuest_Response_000_003_-651896406	<proud>I know a way we can melt down <itemName> into stuff great for building.
Generic/IntroToQuest_Response_000_004_-1175240756	Now, we’re going to need to smelt it down into bars before we can use the Tin Ore for building things. <thinking>
Generic/IntroToQuest_Response_000_004_-1744869158	Now, I'll need you to bring me some items.
Generic/IntroToQuest_Response_000_004_-262901937	Thanks for your help today, <PlayerName>.
Generic/IntroToQuest_Response_000_005_-473947908	Go give the island a bit of a looky-loo for <questRequiredItems>.
Generic/IntroToQuest_Response_000_005_-663368128	We'll need <questRequiredItems>.
Generic/IntroToQuest_Response_000_005_-746266014	I can't believe we're on <IslandName>!
Generic/IntroToQuest_Response_000_006_1509189673	<glee>I couldn't have done any of this without you!
Generic/IntroToQuest_Response_000_006_1906879721	Bring them back here and I'll show you how we can turn Tin Ore into bars. <glee>
Generic/IntroToQuest_Response_000_006_-540063108	Keep in mind, you will need a <MiningLicence> to buy a pickaxe to collect ore and rocks.
Generic/IntroToQuest_Response_000_007_-1381187682	<proud>Once you’ve gathered everything we need, come and see me!
Generic/IntroToQuest_Response_001_000_-1196759346	Let's have a look then.
Generic/IntroToQuest_Response_001_000_-1957840966	<haha>I'm tired too!
Generic/IntroToQuest_Response_001_000_675313766	Righto then.
Generic/IntroToQuest_Response_001_001_1008245657	Here, take this <itemName>.
Generic/IntroToQuest_Response_001_001_-1345979539	Come see me soon, okay?
Generic/IntroToQuest_Response_001_002_-1535466377	If you are tired, pop that on the ground and have a lay down.
Generic/IntroToQuest_Response_001_003_-453960907	<haha>I'll tell you what, a good nights rest will do us both good!
Generic/IntroToQuest_Response_001_004_-262901937	Thanks for your help today, <PlayerName>.
Generic/IntroToQuest_Response_001_005_-746266014	I can't believe we're on <IslandName>!
Generic/IntroToQuest_Response_001_006_1509189673	<glee>I couldn't have done any of this without you!
Generic/IntroToQuest_Response_002_000_-154524916	<yes>Righto.
Generic/IntroToQuest_Response_002_001_-140313311	You've been helping out a lot, so take your time, <PlayerName>.
Generic/IntroToQuest_Response_002_002_1921055682	<glee>Just come back and see me when you're ready.
Generic/MoveInRequest_Intro_000_-1446619794	Hey, <PlayerName>.
Generic/MoveInRequest_Intro_001_299494211	I've decided I really like it here. 
Generic/MoveInRequest_Intro_002_1613060812	So, I spoke to Fletch, and I've applied for a deed so I can set up a permanent store here in town.
Generic/MoveInRequest_Intro_003_353700454	I hope I can move in soon!
Generic/MuseumMoveInRequest 1_Intro_000_1227863250	There are so many amazing creatures and plants on this island! <pumped>þ
Generic/MuseumMoveInRequest 1_Intro_001_-656196659	I think it might be worth documenting them all, correct? <yes>þ
Generic/MuseumMoveInRequest 1_Intro_002_-847696636	What if we built a museum here?þ
Generic/MuseumMoveInRequest 1_Intro_003_855745866	Somewhere where we could gather all of the amazing things here for everyone to see?þ <glee>
Generic/MuseumMoveInRequest 1_Intro_004_1539888037	I’ll talk to <NPCName> about applying for a <itemName>.þ
Generic/MuseumMoveInRequest 1_Intro_005_-333309261	This is so exicting! <glee>
Generic/NoItemGiven_Intro_000_-741719496	Oh, you don't have <requestItem> at all.
Generic/NoItemGiven_Intro_001_1718309357	Let me know if you find <requestItem>.
Generic/NoPhotoGiven_Intro_000_1658853761	Oh, you don't have the photo? Thats ok!
Generic/PlaceKennelRequest_Intro_000_1419178827	Hey <PlayerName>. Want a pet dog?
Generic/PlaceKennelRequest_Intro_001_124223727	<yes>If you do place this <itemName> somewhere and come and speak to me.
Generic/RequestItem_Incorrect_1_Intro_000_1413618201	Oh...
Generic/RequestItem_Incorrect_1_Intro_001_502869155	I actually wanted <requestItem>.
Generic/RequestItem_Incorrect_1_Intro_002_773429586	I'll give this back.
Generic/SellItemByWeight_Intro_000_-1685463684	Ah, I see you've got a nice <sellByWeightName> there.
Generic/SellItemByWeight_Intro_001_812004310	Looks like it weighs around <getItemWeight>!
Generic/SellItemByWeight_Intro_002_23656262	How does <getItemByWeightPrice> sound for it?
Generic/SellItemByWeight_Option_000_-1273337393	Yes
Generic/SellItemByWeight_Option_001_1496915101	No
Generic/SellItemByWeight_Response_000_000_1562504969	Thank you very much!
Generic/SellItemByWeight_Response_001_000_375359677	No worries, mate.
Generic/ShipmentRequestComplete_Intro_000_531279436	Wow! You really got the shipment ready for me?
Generic/ShipmentRequestComplete_Option_000_-1362156820	Sure did.
Generic/ShipmentRequestComplete_Option_001_688230645	Nah.
Generic/ShipmentRequestComplete_Response_001_000_-1994636920	Oh, righto, <PlayerName>...
Generic/SmeltingRequestCompleteConvo_Intro_000_1141631307	You brought me <requestItem> ?
Generic/SmeltingRequestCompleteConvo_Option_000_-347156278	Here you go!
Generic/SmeltingRequestCompleteConvo_Option_001_-1145092696	Not yet, sorry.
Generic/SmeltingRequestCompleteConvo_Response_000_000_262009994	Looking forward to smelting these puppies down!
Generic/SmeltingRequestCompleteConvo_Response_001_000_661758755	Ah... I see.
Generic/SpecialIntro_Intro_000_1556973846	Looks like we've landed!
Generic/SpecialIntro_Intro_001_-214624691	<glee>þI'll tell you what, I’m so glad you’ve decided to accompany me on this adventure, <PlayerName>.
Generic/SpecialIntro_Intro_002_804688963	<worried>þI was starting to think no one in <SouthCity> was brave enough to join me!
Generic/SpecialIntro_Intro_003_-830957595	<haha>When you were the first and only person to respond to my ad, I knew you were the right person for the job!
Generic/SpecialIntro_Intro_004_-1762538434	<no>Oh dear, look at old <myName> waffle on...
Generic/SpecialIntro_Intro_005_-173961940	Let's get cracking, <PlayerName>!
Generic/SpecialIntro_Intro_006_1341706698	I'll see you outside, okay?
Generic/StopFollowing 1_Intro_000_-94525041	What do you do for fun around here aanyway, <PlayerName>?
Generic/StopFollowing 1_Option_000_1116896312	This was fun...
Generic/StopFollowing 1_Option_001_-794442186	Let's keep going.
Generic/StopFollowing 1_Response_000_000_1274201167	Alright, it was nice hanging with you.
Generic/StopFollowing 1_Response_001_000_1587895751	Lead the way!
Generic/StopFollowing 2_Intro_000_1108468517	Hanging out with my mate, <PlayerName>.
Generic/StopFollowing 2_Intro_001_-1811230627	Need something?
Generic/StopFollowing 2_Option_000_1116896312	This was fun...
Generic/StopFollowing 2_Option_001_-794442186	Let's keep going.
Generic/StopFollowing 2_Response_000_000_-850419957	I guess I should be going too...
Generic/StopFollowing 2_Response_000_001_313840188	See you around, <PlayerName>. <wave>
Generic/StopFollowing 2_Response_001_000_-924982946	You lead and I'll follow! <haha>
Generic/StopFollowing 3_Intro_000_1797777172	Hey <PlayerName>. Why'd we stop here?
Generic/StopFollowing 3_Option_000_1116896312	This was fun...
Generic/StopFollowing 3_Option_001_-794442186	Let's keep going.
Generic/StopFollowing 3_Response_000_000_1274201167	Alright, it was nice hanging with you.
Generic/StopFollowing 3_Response_000_001_475329297	Let's do this again soon, okay?<wave>
Generic/StopFollowing 3_Response_001_000_-941515132	Alright, lets do this! <pumped>
Generic/StopFollowing 4_Intro_000_1175387714	Hey <PlayerName>, what's up?
Generic/StopFollowing 4_Option_000_1116896312	This was fun...
Generic/StopFollowing 4_Option_001_-794442186	Let's keep going.
Generic/StopFollowing 4_Response_000_000_-77204772	Alright, it was nice hanging with you. <wave>
Generic/StopFollowing 4_Response_001_000_1587895751	Lead the way!
Generic/StopFollowing_Intro_000_1044397460	What a nice day to hang out with <PlayerName>!
Generic/StopFollowing_Intro_001_-1757822502	Where are we off to?
Generic/StopFollowing_Option_000_1116896312	This was fun...
Generic/StopFollowing_Option_001_224761202	Lets keep going!
Generic/StopFollowing_Response_000_000_208912727	Oh, I should be going anyway.
Generic/StopFollowing_Response_000_001_1205591792	Thanks for hanging out with me, <PlayerName>.
Generic/StopFollowing_Response_001_000_-1152895088	Let's go!
Generic/TalkToWhileNotComplete_Intro_000_-1159492583	<PlayerName>! How is the search going?
Generic/TalkToWhileNotComplete_Intro_000_-1375584020	We've done some good work today, <PlayerName>!
Generic/TalkToWhileNotComplete_Intro_000_-182654077	<PlayerName>! Have you found a place for the <itemName>?
Generic/TalkToWhileNotComplete_Intro_000_189174244	Ah, <PlayerName> what do you think of the <itemName>?
Generic/TalkToWhileNotComplete_Intro_000_30233409	<PlayerName>. How goes the tucker hunting?
Generic/TalkToWhileNotComplete_Intro_000_327711929	Hi there, <PlayerName>
Generic/TalkToWhileNotComplete_Intro_000_-485848697	Ah, <PlayerName>. Hows it going, mate? Do you have any questions?
Generic/TalkToWhileNotComplete_Intro_000_-530129884	How goes the money making, <PlayerName>.
Generic/TalkToWhileNotComplete_Intro_001_1452965081	Have you earned enough to buy that <itemName> we need?
Generic/TalkToWhileNotComplete_Intro_001_-1752492525	Have you managed to get a <itemName>?
Generic/TalkToWhileNotComplete_Intro_001_-2122772598	Have you found all those items we need?
Generic/TalkToWhileNotComplete_Intro_001_2142611740	Take the rest of the day off! 
Generic/TalkToWhileNotComplete_Intro_001_-66238762	I got it all set up fairly quickly, right! <haha>
Generic/TalkToWhileNotComplete_Intro_002_1230675462	How’d you go setting up yours?
Generic/TalkToWhileNotComplete_Intro_002_419142363	<yes>We've got more work to do tomorrow!
Generic/TalkToWhileNotComplete_Option_000_114593604	How do I place the tent?
Generic/TalkToWhileNotComplete_Option_000_-1278867010	Tell me about the Island.
Generic/TalkToWhileNotComplete_Option_000_168896058	Crafting a fire?
Generic/TalkToWhileNotComplete_Option_000_-1731408098	Where can I find fruit?
Generic/TalkToWhileNotComplete_Option_000_-203490839	What do I need again?
Generic/TalkToWhileNotComplete_Option_000_-2049966453	How do I place the deed?
Generic/TalkToWhileNotComplete_Option_000_624177361	I want to apply for a licence.
Generic/TalkToWhileNotComplete_Option_001_-174410593	Where can I get a campfire?
Generic/TalkToWhileNotComplete_Option_001_-2089820252	How do I craft a Furnace?
Generic/TalkToWhileNotComplete_Option_001_-235570607	Where do you think we should set up camp?
Generic/TalkToWhileNotComplete_Option_001_-565877925	How do I make money?
Generic/TalkToWhileNotComplete_Option_001_-57732441	I haven't set up yet.
Generic/TalkToWhileNotComplete_Option_001_655795600	I'm still looking.
Generic/TalkToWhileNotComplete_Option_001_-69965705	Not yet.
Generic/TalkToWhileNotComplete_Option_001_-863988609	Cooking at a fire?
Generic/TalkToWhileNotComplete_Option_002_-1082745214	How do I make a Tin Bar?
Generic/TalkToWhileNotComplete_Option_002_114593604	How do I place the tent?
Generic/TalkToWhileNotComplete_Option_002_268007027	How do I get permit points?
Generic/TalkToWhileNotComplete_Option_002_624177361	I want to apply for a licence.
Generic/TalkToWhileNotComplete_Option_002_728651848	Bug hunting?
Generic/TalkToWhileNotComplete_Option_003_-1135114799	I'm on it.
Generic/TalkToWhileNotComplete_Option_003_1687369081	Still a bit to go.
Generic/TalkToWhileNotComplete_Option_003_-1916902512	See ya!
Generic/TalkToWhileNotComplete_Option_003_655795600	I'm still looking.
Generic/TalkToWhileNotComplete_Option_003_-932794628	Sleeping?
Generic/TalkToWhileNotComplete_Option_004_787199502	I'm on it!
Generic/TalkToWhileNotComplete_Response_000_000_1335997775	Just select the <itemName> from your toolbelt. Just like you did with the tents.
Generic/TalkToWhileNotComplete_Response_000_000_-1396503271	<thinking>You see, I was actually born here on <IslandName>.
Generic/TalkToWhileNotComplete_Response_000_000_1701000100	I did see some fruit trees growing inland a bit on our ride over <IslandName>.
Generic/TalkToWhileNotComplete_Response_000_000_1721143740	Feel free to use the <itemName> in the Base Tent whenever you want.
Generic/TalkToWhileNotComplete_Response_000_000_-1800465161	Okay, here you go.
Generic/TalkToWhileNotComplete_Response_000_000_2042313858	It's actually the same way you set up the Base Tent!
Generic/TalkToWhileNotComplete_Response_000_000_886112009	We need <questRequiredItems>.
Generic/TalkToWhileNotComplete_Response_000_000_900384788	Alright then...
Generic/TalkToWhileNotComplete_Response_000_001_-1676517815	I'll tell you what, I'm sure you'll learn how to craft lots of useful things here on <IslandName>!
Generic/TalkToWhileNotComplete_Response_000_001_255062531	First select the <itemName> in your toolbelt so it’s in your hand.þ
Generic/TalkToWhileNotComplete_Response_000_001_-380499795	I’ve seen <itemName> here and there on the island. It's a dark ore poking out of rocks.
Generic/TalkToWhileNotComplete_Response_000_001_587022324	Oh and make sure that the ground is nice and flat or you won't be able to place it.
Generic/TalkToWhileNotComplete_Response_000_001_957029262	It usually grows on smaller trees and shrubs.
Generic/TalkToWhileNotComplete_Response_000_001_-995013417	<no>Back before we moved to  <SouthCity>...
Generic/TalkToWhileNotComplete_Response_000_002_-1381986955	<thinking>Hmmm...
Generic/TalkToWhileNotComplete_Response_000_002_-2011304637	Just try shaking any tree you you can!
Generic/TalkToWhileNotComplete_Response_000_002_-653394566	Your going to need a <MiningLicence> to buy a pickaxe to collect ore.
Generic/TalkToWhileNotComplete_Response_000_002_863666529	Once you use the <itemName> you’re going to have to decide where to place it.<yes>þ
Generic/TalkToWhileNotComplete_Response_000_003_1067376337	If I remember correctly there are different fruits all over the island.
Generic/TalkToWhileNotComplete_Response_000_003_126305789	Oh, right. Let me tell you what I remember about <IslandName>...
Generic/TalkToWhileNotComplete_Response_000_003_-673058362	You’re going to need enough space for the <itemName> to be set up. The only other thing to keep in mind is that the ground needs to be flat and even. <yes>
Generic/TalkToWhileNotComplete_Response_000_004_-1207797314	Come back and speak to me once you've got your <itemName> all set up.
Generic/TalkToWhileNotComplete_Response_000_004_-1864176945	If I remember correctly, up north you'll find a tropical climate.
Generic/TalkToWhileNotComplete_Response_000_004_-445557191	Good luck mate, looking forward to it! <glee>
Generic/TalkToWhileNotComplete_Response_000_005_410910636	<thinking>To the south it can get a bit chilly, but I recall my Dad warned me about the wildlife down there…
Generic/TalkToWhileNotComplete_Response_000_006_-1343807361	To the east and west of the island are flat open plains. The ground is nice and flat, so it would be easy to build there.
Generic/TalkToWhileNotComplete_Response_000_007_155593913	The coasts are a great place for fishing year-round. So if you like throwing a line, it might be worth setting up the <itemName> near the beach.
Generic/TalkToWhileNotComplete_Response_000_008_1555359891	<haha>The centre of the island is a desert. It’s hot and dry there, and it’s full of bugs!
Generic/TalkToWhileNotComplete_Response_000_009_-1700859568	<yes>But no matter where you decide we should build, being close to water is always a good idea. 
Generic/TalkToWhileNotComplete_Response_000_010_873813037	So if you want to set up inland anywhere, try and do it close to a river.
Generic/TalkToWhileNotComplete_Response_000_011_1237308434	<haha>I feel like that’s a lot to take in. Sorry about that, <PlayerName>!
Generic/TalkToWhileNotComplete_Response_001_000_1102091948	You're going to need to craft a <itemName> at the crafting table in the Base Tent.
Generic/TalkToWhileNotComplete_Response_001_000_-1207797314	Come back and speak to me once you've got your <itemName> all set up.
Generic/TalkToWhileNotComplete_Response_001_000_1892769095	Once you've got your <itemName> going, just put the item you want to cook into your hands.
Generic/TalkToWhileNotComplete_Response_001_000_2127338726	<NPCName> will buy pretty much anything from you.
Generic/TalkToWhileNotComplete_Response_001_000_-319725922	That's okay!
Generic/TalkToWhileNotComplete_Response_001_000_-399734976	You can craft the <itemName> at the Crafting Table in the Base Tent.
Generic/TalkToWhileNotComplete_Response_001_000_465116519	It’s been a long time since I was here last! I was a little girl back then, so I’ll let you figure out how long ago that was! <shy>
Generic/TalkToWhileNotComplete_Response_001_000_681014359	All good, mate. Be sure to come back here once you’ve placed the <itemName>.
Generic/TalkToWhileNotComplete_Response_001_001_-1344303992	He will most of the things you can find around the island. Fruit, rocks, wood and all sorts of things.
Generic/TalkToWhileNotComplete_Response_001_001_-252084576	<yes>Then all that's left to do it pop it on and wait!
Generic/TalkToWhileNotComplete_Response_001_001_-594395115	You should have everything you need!
Generic/TalkToWhileNotComplete_Response_001_001_914899121	<haha>Old <myName> will be waiting here for you!
Generic/TalkToWhileNotComplete_Response_001_001_-916637941	But I do have two places in mind that might be a good place to set up the <itemName>... <thinking>
Generic/TalkToWhileNotComplete_Response_001_001_966471015	Oh! And Your going to need a <MiningLicence> to buy a pickaxe to collect the stone to craft the <itemName>.
Generic/TalkToWhileNotComplete_Response_001_002_-1554761377	The eastern and western coasts both have plainlands that I think would make for an easy building area. <yes>
Generic/TalkToWhileNotComplete_Response_001_002_1710430896	<no>Now, you don't have to buy the <itemName> right away.
Generic/TalkToWhileNotComplete_Response_001_002_2006413791	<thinking>You'll want to eat a lot of food to keep your energy up!
Generic/TalkToWhileNotComplete_Response_001_003_1672797068	The terrain there is flat and won't take too much effort to build on. Plus the climate should be good for farming most of the year. <yes>
Generic/TalkToWhileNotComplete_Response_001_003_-471986240	<haha>Feel free to buy any tools you think might make you money even quicker!
Generic/TalkToWhileNotComplete_Response_001_004_-1180604640	But you don’t have to listen to old <myName>!  You’re the one running around out there!þ
Generic/TalkToWhileNotComplete_Response_001_005_-534202094	I’m sure that wherever you decide to place the <itemName>, it will be the right place.<yes>
