Key	English
GENERIC/Quest_0_TalkToWhileNotComplete_Response_001_005	I’m sure that wherever you decide to place the <itemName>, it will be the right place.<yes>
GENERIC/Quest_0_TalkToWhileNotComplete_Response_001_006	Now if you have any other questions, just ask!
GENERIC/Quest_0_TalkToWhileNotComplete_Response_002_000	Ah, good question <PlayerName>!
GENERIC/Quest_0_TalkToWhileNotComplete_Response_002_001	First select the <itemName> in your toolbelt so it’s in your hand.
GENERIC/Quest_0_TalkToWhileNotComplete_Response_002_002	Once you use the <itemName> you’re going to have to decide where to place it.<yes>
GENERIC/Quest_0_TalkToWhileNotComplete_Response_002_003	You’re going to need enough space for the <itemName> to be set up. The only other thing to keep in mind is that the ground needs to be flat and even. <yes>
GENERIC/Quest_0_TalkToWhileNotComplete_Response_002_004	If you have any other questions, please come and ask me <yes>
GENERIC/Quest_0_TalkToWhileNotComplete_Response_003_000	Good luck, <PlayerName>!
GENERIC/Quest_1_CompleteQuest_Intro_000	You found a good place for your tent?
GENERIC/Quest_1_CompleteQuest_Intro_001	<shy>I know it's not much, but I hope you like your new home!
GENERIC/Quest_1_CompleteQuest_Intro_002	I'll tell you what, you've got the "spark", <PlayerName>.
GENERIC/Quest_1_CompleteQuest_Intro_003	<yes>You see, most people back in <SouthCity> are scared of leaving.
GENERIC/Quest_1_CompleteQuest_Intro_004	<thinking>There is something about that place that pulls the "spark" out of people...
GENERIC/Quest_1_CompleteQuest_Intro_005	<no>But I'll tell you what, we certainly aren't the first to leave!
GENERIC/Quest_1_CompleteQuest_Intro_006	Have you ever heard of the traveling trader, <NPCName>?
GENERIC/Quest_1_CompleteQuest_Option_000	No I haven't.
GENERIC/Quest_1_CompleteQuest_Option_001	Of course I have!
GENERIC/Quest_1_CompleteQuest_Response_000_000	<yes>I'll tell you what, he’s a bloody legend!
GENERIC/Quest_1_CompleteQuest_Response_000_001	Rumour is he traded a paperclip for a steam boat once!
GENERIC/Quest_1_CompleteQuest_Response_000_002	<proud>Trading is in his very blood!
GENERIC/Quest_1_CompleteQuest_Response_000_003	<NPCName> got in contact with me before we left <SouthCity>.
GENERIC/Quest_1_CompleteQuest_Response_000_004	<pumped>He's interested in visiting with his shop here!
GENERIC/Quest_1_CompleteQuest_Response_000_005	<no>I'll tell you what, we can't miss an opportunity like this!
GENERIC/Quest_1_CompleteQuest_Response_000_006	<yes>I reckon we get this <itemName> ready for him.
GENERIC/Quest_1_CompleteQuest_Response_000_007	<yes>That way we'll have a place ready for any visitors who come to <IslandName>.
GENERIC/Quest_1_CompleteQuest_Response_000_008	I’ll let you decide where the best place for this <itemName> is.
GENERIC/Quest_1_CompleteQuest_Response_000_009	<haha>Just be sure it's closeby!
GENERIC/Quest_1_CompleteQuest_Response_000_010	<glee>We want visitors to feel like part of the <IslandName> community while they are here!
GENERIC/Quest_1_CompleteQuest_Response_000_011	Who knows, maybe we can convince him to set up a permanent shop here!
GENERIC/Quest_1_CompleteQuest_Response_000_012	<yes>Be sure to talk to me once you have placed the <itemName>.
GENERIC/Quest_1_CompleteQuest_Response_001_000	<haha>Who hasn't!
GENERIC/Quest_1_CompleteQuest_Response_001_001	<pumped>He's a bloody legend!
GENERIC/Quest_1_CompleteQuest_Response_001_002	<proud>Trading is in his very blood!
GENERIC/Quest_1_CompleteQuest_Response_001_003	<NPCName> got in contact with me before we left <SouthCity>.
GENERIC/Quest_1_CompleteQuest_Response_001_004	<pumped>He's interested in visiting with his shop here!
GENERIC/Quest_1_CompleteQuest_Response_001_005	<no>I'll tell you what, we can't miss an opportunity like this!
GENERIC/Quest_1_CompleteQuest_Response_001_006	<yes>I reckon we get this <itemName> ready for him.
GENERIC/Quest_1_CompleteQuest_Response_001_007	<yes>That way we'll have a place ready for any visitors who come to <IslandName>.
GENERIC/Quest_1_CompleteQuest_Response_001_008	I’ll let you decide where the best place for this <itemName> is.
GENERIC/Quest_1_CompleteQuest_Response_001_009	<haha>Just be sure it's closeby!
GENERIC/Quest_1_CompleteQuest_Response_001_010	<glee>We want visitors to feel like part of the <IslandName> community while they are here!
GENERIC/Quest_1_CompleteQuest_Response_001_011	Who knows, maybe we can convince him to set up a permanent shop here!
GENERIC/Quest_1_CompleteQuest_Response_001_012	<yes>Be sure to talk to me once you have placed the <itemName>.
GENERIC/Quest_1_IntroToQuest_Intro_000	As you know, we’ve been tasked with starting a new settlement on this island.þ
GENERIC/Quest_1_IntroToQuest_Intro_001	I know you’ve just arrived but I’m going to need your help right away!þ
GENERIC/Quest_1_IntroToQuest_Intro_002	The first thing we need to do is set up a base camp.þ
GENERIC/Quest_1_IntroToQuest_Intro_003	Take this <itemName>. This will be our base of operations as it were. We will be building the settlement out from there.
GENERIC/Quest_1_IntroToQuest_Intro_004	Please take your time to look around the island before deciding where to start our new settlement.
GENERIC/Quest_1_IntroToQuest_Intro_005	Once you have found a suitable place,  you will need to clear out the land to place the <itemName>.
GENERIC/Quest_1_IntroToQuest_Intro_006	I’ll give you some tools that I’ve brought with me. These should be enough to clear some space to set up the <itemName>
GENERIC/Quest_1_IntroToQuest_Intro_007	I will wait here at the dock, but I will meet you at the <itemName> once you’ve got it set up. If you have any further questions please come and see me.
GENERIC/Quest_1_IntroToQuest_Intro_008	I’m so glad you’ve made it here safe and I’m very excited to be working with you!
GENERIC/Quest_1_TalkToWhileNotComplete_Intro_000	Ah, <PlayerName> what do you think of the <itemName>?
GENERIC/Quest_1_TalkToWhileNotComplete_Intro_001	I got it all set up fairly quickly, right! <haha>
GENERIC/Quest_1_TalkToWhileNotComplete_Intro_002	How’d you go setting up yours?
GENERIC/Quest_1_TalkToWhileNotComplete_Option_000	How do I place the tent?
GENERIC/Quest_1_TalkToWhileNotComplete_Option_001	I haven't set up yet.
GENERIC/Quest_1_TalkToWhileNotComplete_Response_000_000	It's actually the same way you set up the Base Tent!
GENERIC/Quest_1_TalkToWhileNotComplete_Response_000_001	First select the <itemName> in your toolbelt so it’s in your hand.þ
GENERIC/Quest_1_TalkToWhileNotComplete_Response_000_002	Once you use the <itemName> you’re going to have to decide where to place it.<yes>þ
GENERIC/Quest_1_TalkToWhileNotComplete_Response_000_003	You’re going to need enough space for the <itemName> to be set up. The only other thing to keep in mind is that the ground needs to be flat and even. <yes>
GENERIC/Quest_1_TalkToWhileNotComplete_Response_000_004	Come back and speak to me once you've got your <itemName> all set up.
GENERIC/Quest_1_TalkToWhileNotComplete_Response_001_000	Come back and speak to me once you've got your <itemName> all set up.
GENERIC/Quest_13_Intro_Intro_000	Oh, <PlayerName>!
GENERIC/Quest_13_Intro_Intro_001	The towns ecconomy is growing very nicely.
GENERIC/Quest_13_Intro_Intro_002	I think it might be a good time for us to think about maybe building a bank.
GENERIC/Quest_13_Intro_Intro_003	Please speak to me if you are interested in applying for a bank deed! <yes>
GENERIC/Quest_14_Completed_Intro_000	Oh, and thanks for placing the <itemName>. You're a good friend, <PlayerName>. <glee>
GENERIC/Quest_14_Intro_Intro_000	Hey <PlayerName>.
GENERIC/Quest_14_Intro_Intro_001	I've had an idea for something <IslandName> could really use!
GENERIC/Quest_14_Intro_Intro_002	Take this <itemName>.
GENERIC/Quest_14_Intro_Intro_003	<proud>I thought people could maybe put things they don't want in here.
GENERIC/Quest_14_Intro_Intro_004	<yes>I will clear it out on Thursdays.
GENERIC/Quest_14_Intro_Intro_005	<shocked>What am I doing with the stuff?
GENERIC/Quest_14_Intro_Intro_006	<shy>I'm going to recycle it...
GENERIC/Quest_14_Intro_Intro_007	<glee>Anyway, if you could place it down somewhere, that would be great.
GENERIC/Quest_14_Intro_Intro_008	<yes>Be sure to check it every so often.
GENERIC/Quest_14_Intro_Intro_009	<yes>Anything you find in it is up for grabs, so feel free to take it!
GENERIC/Quest_15_BuildTeleporterRequest_Intro_000	<yes><PlayerName>, I see you have been repairing the Tele-Towers around the island.
GENERIC/Quest_15_BuildTeleporterRequest_Intro_001	<thinking>To be honest, I did not think you had the know-how to even understand what they were intended for…
GENERIC/Quest_15_BuildTeleporterRequest_Intro_002	<yes>Regardless, I have come up with an idea to build a <itemName> that we could place wherever we want.
GENERIC/Quest_15_BuildTeleporterRequest_Intro_003	<thinking>Now adding too many would most likely disrupt the Tele-Network.
GENERIC/Quest_15_BuildTeleporterRequest_Intro_004	<yes>So I think we will only be able to build one.
GENERIC/Quest_15_BuildTeleporterRequest_Intro_005	I have spoken to <NPCName> and she has agreed to add it to the available deeds.
GENERIC/Quest_17_Completed_Intro_000	Oh, <PlayerName>!
GENERIC/Quest_17_Completed_Intro_001	<IslandName> is growing very nicely.
GENERIC/Quest_17_Completed_Intro_002	With our current population, <SouthCity> has offically recognised <IslandName> as a settlement.
GENERIC/Quest_17_Completed_Intro_003	That means we can upgrade the base tent into a real Town Hall.
GENERIC/Quest_17_Completed_Intro_004	<proud>I'll tell you what, I'll cover the costs myself.
GENERIC/Quest_17_Completed_Intro_005	If I could ask you to gather items required for the Town Hall.
GENERIC/Quest_17_Completed_Intro_006	<yes>I've put a Deposit Box out the front of the Base Tent.
GENERIC/Quest_17_Completed_Intro_007	<shy>I'll tell you what, you've really changed my life for the better, <PlayerName>.
GENERIC/Quest_17_Completed_Intro_008	<yes>Infact, everyone here on <IslandName> owes it all to you!
GENERIC/Quest_17_Completed_Intro_009	<yes>It's not much, but we wanted to get you a gift.
GENERIC/Quest_17_Completed_Intro_010	<yes>Think of it as a symbol of gratitude from everyone here on <IslandName>.
GENERIC/Quest_17_Intro_Intro_000	<PlayerName>, I've been contacted by some of the people back in <SouthCity>.
GENERIC/Quest_17_Intro_Intro_001	<no>I've been notified that we will need 5 permanent residents before <IslandName> is recognised as an official settlement.
GENERIC/Quest_17_Intro_Intro_002	Now, there is no hurry, but maybe that should be our next goal?
GENERIC/Quest_17_Intro_Intro_003	<haha>I'll tell you what, any visitors that see how nice <IslandName> is will want to stay anyway!
GENERIC/Quest_17_Intro_Intro_004	Once <SouthCity> recognises <IslandName> as an official settlement, we can build a Town Hall!
GENERIC/Quest_17_Intro_Intro_005	<glee>I'm sure we'll reach our goal soon!
GENERIC/Quest_18_Intro_Intro_000	Oh, <PlayerName>.
GENERIC/Quest_18_Intro_Intro_001	<glee>I, like, have a gift for you.
GENERIC/Quest_18_Intro_Intro_002	It's my <itemName>.
GENERIC/Quest_18_Intro_Intro_003	<shy>I've been adding information to it, like, my whole life.
GENERIC/Quest_18_Intro_Intro_004	<thinking>You could probably use it to get some infomation on any plants you are growing.
GENERIC/Quest_18_Intro_Intro_005	<yes>Oh, don't worry about me, I think you'll, like, get more use out of it to be honest.
GENERIC/Quest_18_Intro_Intro_006	<haha>Anyway, I've got all the info up here!
GENERIC/Quest_19_Intro_Intro_000	<shock>Oh, <PlayerName>!
GENERIC/Quest_19_Intro_Intro_001	I wanted to let you know that <IslandName> has been cleared to build 3 additional buildings.þ
GENERIC/Quest_19_Intro_Intro_002	<pumped>These buildings are additional houses!þ
GENERIC/Quest_19_Intro_Intro_003	<thinking>I’ve been told we can use them for whatever purpose we want.þ
GENERIC/Quest_19_Intro_Intro_004	<glee>I’ll let you decide whether the new house is storage, a display home or a place for a friend to stay when they come to visit.þ
GENERIC/Quest_19_Intro_Intro_005	<yes>We’re allowed to have three total here on <IslandName>.
GENERIC/Quest_19_Intro_Intro_006	So come and ask me about the deeds when you want to build one!
GENERIC/Quest_2_CompleteQuest_Intro_000	So, we're all set for visitors, huh? 
GENERIC/Quest_2_CompleteQuest_Intro_001	Well done <PlayerName>! 
GENERIC/Quest_2_CompleteQuest_Intro_002	<pumped>We’ve only been here for a little while, but you’ve achieved so much already!
GENERIC/Quest_2_CompleteQuest_Intro_003	<yes>You remind me of my father. He was born right here on <IslandName>, you know?
GENERIC/Quest_2_CompleteQuest_Intro_004	<proud>He was a true blue Adventurer through and through.
GENERIC/Quest_2_CompleteQuest_Intro_005	He loved doing new things and keeping track of all his milestones in his <itemName>.
GENERIC/Quest_2_CompleteQuest_Intro_006	<sigh>I wanted to come here and try and meet those milestones myself.
GENERIC/Quest_2_CompleteQuest_Intro_007	<no>But I’m getting a bit long in the tooth, <PlayerName>.
GENERIC/Quest_2_CompleteQuest_Intro_008	<shy>Please, I want you to take his <itemName>.
GENERIC/Quest_2_CompleteQuest_Intro_009	<yes>Please keep good care of it.
GENERIC/Quest_2_CompleteQuest_Intro_010	This is your adventure now.
GENERIC/Quest_2_IntroToQuest_Intro_000	<PlayerName>! I received a letter earlier today from someone named <NPCName>. Unusual name, if you ask me.
GENERIC/Quest_2_IntroToQuest_Intro_001	Now I’ve heard of this fella. He’s a travelling trader. More than that, he’s a bloody legend.
GENERIC/Quest_2_IntroToQuest_Intro_002	Rumour is he traded a paperclip for a boat once!
GENERIC/Quest_2_IntroToQuest_Intro_003	Trading is in his very blood!
GENERIC/Quest_2_IntroToQuest_Intro_004	Well, he’s heard about all the hard work we’re doing putting this town together, and he reckons he wants to bring his little travelling store right here.
GENERIC/Quest_2_IntroToQuest_Intro_005	Opportunity is knocking, so let’s answer that door with a smile. Let's clear out some more space somewhere for this <itemName>
GENERIC/Quest_2_IntroToQuest_Intro_006	That way, there will be a place for anyone visiting our island to stay.
GENERIC/Quest_2_IntroToQuest_Intro_007	<PlayerName>, take this <itemName> and place it somewhere you think would be a good place visitors can stay.þ
GENERIC/Quest_2_TalkToWhileNotComplete_Intro_000	<PlayerName>! Have you found a place for the <itemName>?
GENERIC/Quest_2_TalkToWhileNotComplete_Option_000	How do I place the deed?
GENERIC/Quest_2_TalkToWhileNotComplete_Option_001	I'm still looking.
GENERIC/Quest_2_TalkToWhileNotComplete_Response_000_000	Just select the <itemName> from your toolbelt. Just like you did with the tents.
GENERIC/Quest_2_TalkToWhileNotComplete_Response_000_001	Oh and make sure that the ground is nice and flat or you won't be able to place it.
GENERIC/Quest_2_TalkToWhileNotComplete_Response_001_000	All good, mate. Be sure to come back here once you’ve placed the <itemName>.
GENERIC/Quest_20_Intro_Intro_000	<yes><IslandName> is really starting to grow…
GENERIC/Quest_20_Intro_Intro_001	<thinking>I’ll tell you what, it might be a good idea to build a Band Stand.
GENERIC/Quest_20_Intro_Intro_002	<haha>No, we’re not having any musical guests any time soon.
GENERIC/Quest_20_Intro_Intro_003	<PlayerName>, if <IslandName> had a Band Stand, we could use it as a place to host events.
GENERIC/Quest_20_Intro_Intro_004	We could host parties, gatherings, celebrations…
GENERIC/Quest_20_Intro_Intro_005	<glee>It would be a place where everyone on <IslandName> could gather and just hang out.
GENERIC/Quest_20_Intro_Intro_006	I’ve already applied for the <itemName>.
GENERIC/Quest_20_Intro_Intro_007	<yes>So, come and speak to me if you think we are ready to build it.
GENERIC/Quest_21_Completed_Intro_000	Well done <PlayerName>.
GENERIC/Quest_21_Completed_Intro_001	You have acquired 10 <itemName>.
GENERIC/Quest_21_Completed_Intro_002	<no>I did not think this was possible.
GENERIC/Quest_21_Completed_Intro_003	<yes>I am impressed.þ
GENERIC/Quest_21_Completed_Intro_004	Now, if you would allow me to study the 10 <itemName>.þ
GENERIC/Quest_21_Completed_Intro_005	<thinking>….þ
GENERIC/Quest_21_Completed_Intro_006	<thinking>Hmmm…
GENERIC/Quest_21_Completed_Intro_007	<shocked>Yes!þ
GENERIC/Quest_21_Completed_Intro_008	<glee>I believe there is a way to process this into a usable material.þ
GENERIC/Quest_21_Completed_Intro_009	Studying this <itemName> has given me an idea for a new invention.
GENERIC/Quest_21_Completed_Intro_010	Please, <PlayerName>, come talk to me if you want me to craft you something new!
GENERIC/Quest_21_Intro_Intro_000	Ah, <PlayerName>.þ
GENERIC/Quest_21_Intro_Intro_001	Am I correct in assuming that you have discovered the incredibly rare <itemName>.
GENERIC/Quest_21_Intro_Intro_002	<thinking>I have seen this ore referenced often in the data I have been extracting from the shiny discs.
GENERIC/Quest_21_Intro_Intro_003	<thinking>However, I must admit, I had assumed that it was a myth...
GENERIC/Quest_21_Intro_Intro_004	If you could bring me 10 <itemName>, I believe I may have a way to process it into a very useful material.
GENERIC/Quest_21_Intro_Intro_005	Please come back and speak to me once you have collected the <itemName>.
GENERIC/Quest_3_CompleteQuest_Intro_000	Oh, you've found something to eat!
GENERIC/Quest_3_CompleteQuest_Intro_001	<yes>Eating food will help keep your energy up!
GENERIC/Quest_3_CompleteQuest_Intro_002	Here is the recipe for a <itemName>.
GENERIC/Quest_3_CompleteQuest_Intro_003	I found these stones earlier so you can use these to craft your <itemName>.
GENERIC/Quest_3_CompleteQuest_Intro_004	<shy>You'll have to find some wood yourself though.
GENERIC/Quest_3_CompleteQuest_Intro_005	Feel free to use the crafting table in the Base Tent to craft a <itemName>.
GENERIC/Quest_3_CompleteQuest_Intro_006	Take your time, <PlayerName>.
GENERIC/Quest_3_CompleteQuest_Intro_007	When you are done, come and have a chat with me.
GENERIC/Quest_3_CompleteQuest_Intro_008	<glee>I have a gift for you!
GENERIC/Quest_3_IntroToQuest_Intro_000	<shy>That journal means a lot to me.
GENERIC/Quest_3_IntroToQuest_Intro_001	<shy>But I think my Dad would be glad someone like you is looking after it.
GENERIC/Quest_3_IntroToQuest_Intro_002	<pumped>But, I have a challenge for you, <PlayerName>.
GENERIC/Quest_3_IntroToQuest_Intro_003	<pumped>I want you to try and beat my Father’s milestones.
GENERIC/Quest_3_IntroToQuest_Intro_004	<no>Some of these milestones are going to take a long time to complete, but there is no hurry.
GENERIC/Quest_3_IntroToQuest_Intro_005	<thinking>I’m also going to add daily tasks to the journal. These will be smaller milestones that should be easy to complete in just one day.
GENERIC/Quest_3_IntroToQuest_Intro_006	<proud>Now for the good part.
GENERIC/Quest_3_IntroToQuest_Intro_007	<glee>For every milestone you surpass, you’ll be rewarded with <PermitPoints>.
GENERIC/Quest_3_IntroToQuest_Intro_008	<yes>I'll tell you what, you're going to want a lot of <PermitPoints> eventually.
GENERIC/Quest_3_IntroToQuest_Intro_009	<no>But we can talk more about that tomorrow.
GENERIC/Quest_3_IntroToQuest_Intro_010	<yes>For now, check out the journal.
GENERIC/Quest_3_IntroToQuest_Intro_011	<shocked>I think you’ll find that you’ve actually completed some of the milestones inside.
GENERIC/Quest_3_IntroToQuest_Intro_012	So be sure to claim them. <glee>
GENERIC/Quest_3_IntroToQuest_Intro_013	<yes>Now, are you hungry? I am.
GENERIC/Quest_3_IntroToQuest_Intro_014	<haha>I think it's just about lunch time.
GENERIC/Quest_3_IntroToQuest_Intro_015	<glee>I’ve seen fruit growing around this island and that sounds tasty!
GENERIC/Quest_3_IntroToQuest_Intro_016	<yes>You go and find us some fruit and when you get back I will show you how to craft a <itemName>.
GENERIC/Quest_3_TalkToWhileNotComplete_Intro_000	<PlayerName>. How goes the tucker hunting?
GENERIC/Quest_3_TalkToWhileNotComplete_Option_000	Where can I find fruit?
GENERIC/Quest_3_TalkToWhileNotComplete_Option_001	Not yet.
GENERIC/Quest_3_TalkToWhileNotComplete_Response_000_000	I did see some fruit trees growing inland a bit on our ride over <IslandName>.
GENERIC/Quest_3_TalkToWhileNotComplete_Response_000_001	It usually grows on smaller trees and shrubs.
GENERIC/Quest_3_TalkToWhileNotComplete_Response_000_002	Just try shaking any tree you you can!
GENERIC/Quest_3_TalkToWhileNotComplete_Response_000_003	If I remember correctly there are different fruits all over the island.
GENERIC/Quest_3_TalkToWhileNotComplete_Response_000_004	Good luck mate, looking forward to it! <glee>
GENERIC/Quest_3_TalkToWhileNotComplete_Response_001_000	That's okay!
GENERIC/Quest_3_TalkToWhileNotComplete_Response_001_001	<haha>Old <myName> will be waiting here for you!
GENERIC/Quest_4_CompleteQuest_Intro_000	Ah, goodmorning <PlayerName>!
GENERIC/Quest_4_CompleteQuest_Intro_001	Did you happen to see that <NPCName> has set up his tent at the Visitor's Site?
GENERIC/Quest_4_CompleteQuest_Intro_002	<yes>I told him all about you and how you’ve helped us get started here.
GENERIC/Quest_4_CompleteQuest_Intro_003	<haha>He sounded impressed!
GENERIC/Quest_4_CompleteQuest_Intro_004	John trades all sorts of things back to <SouthCity>.
GENERIC/Quest_4_CompleteQuest_Intro_005	I reckon nearly anything you can find on this island will be valuable to him.
GENERIC/Quest_4_CompleteQuest_Intro_006	He’ll buy fruit, fish, bugs and even rocks! <yes>
GENERIC/Quest_4_CompleteQuest_Intro_007	<NPCName> also sells a lot of useful tools.
GENERIC/Quest_4_CompleteQuest_Intro_008	He’s got mining equipment, logging tools and even some fishing equipment.
GENERIC/Quest_4_CompleteQuest_Intro_009	<thinking>Although, probably can't sell you a lot of tools until you have all your <Licences> in order.
GENERIC/Quest_4_CompleteQuest_Intro_010	You know about <Licences>, right?
GENERIC/Quest_4_CompleteQuest_Option_000	No I don’t.
GENERIC/Quest_4_CompleteQuest_Option_001	Yes I do.
GENERIC/Quest_4_CompleteQuest_Response_000_000	<Licences> are an old <SouthCity> idea!
GENERIC/Quest_4_CompleteQuest_Response_000_001	I’ll tell you what, you didn’t need a <Licence> for anything back when I was growing up!
GENERIC/Quest_4_CompleteQuest_Response_000_002	<no>But these days, you need a <Licence> for everything.
GENERIC/Quest_4_CompleteQuest_Response_000_003	Luckily I’m actually an accredited <Licence> Giver! <proud>
GENERIC/Quest_4_CompleteQuest_Response_000_004	If you want to apply for a <Licence> come and talk to me. <yes>
GENERIC/Quest_4_CompleteQuest_Response_000_005	You’ll have to spend some <PermitPoints> to get them, but if you keep doing milestones you’ll make enough in no time.
GENERIC/Quest_4_CompleteQuest_Response_000_006	As you get better at doing certain tasks, new <Licence> levels will open up too.
GENERIC/Quest_4_CompleteQuest_Response_000_007	Now, let’s see if there is a <Licence> you can apply for right now...
GENERIC/Quest_4_CompleteQuest_Response_001_000	That's great!
GENERIC/Quest_4_CompleteQuest_Response_001_001	I’ll tell you what, you didn’t need a <Licence> for anything back when I was growing up!
GENERIC/Quest_4_CompleteQuest_Response_001_002	<no>But these days, you need a <Licence> for everything.
GENERIC/Quest_4_CompleteQuest_Response_001_003	Luckily I’m actually an accredited <Licence> Giver! <proud>
GENERIC/Quest_4_CompleteQuest_Response_001_004	If you want to apply for a <Licence> come and talk to me. <yes>
GENERIC/Quest_4_CompleteQuest_Response_001_005	You’ll have to spend some <PermitPoints> to get them, but if you keep doing milestones you’ll make enough in no time.
GENERIC/Quest_4_CompleteQuest_Response_001_006	As you get better at doing certain tasks, new <Licence> levels will open up too.
GENERIC/Quest_4_CompleteQuest_Response_001_007	Now, let’s see if there is a <Licence> you can apply for right now...
GENERIC/Quest_4_IntroToQuest_Intro_000	I’m very impressed with the work you’ve done here today, <PlayerName>.
GENERIC/Quest_4_IntroToQuest_Intro_001	<proud>I think there is a great future for us all here at <IslandName>.
GENERIC/Quest_4_IntroToQuest_Intro_002	<shy>Here is a gift for helping me out so much.
GENERIC/Quest_4_IntroToQuest_Intro_003	It's a <itemName>!
GENERIC/Quest_4_IntroToQuest_Intro_004	I think you should take the rest of the day off.
GENERIC/Quest_4_IntroToQuest_Intro_005	Maybe you could go catch some of the bugs around here?
GENERIC/Quest_4_IntroToQuest_Intro_006	Or maybe you could cook some of that fruit you found?
GENERIC/Quest_4_IntroToQuest_Option_000	I'll figure out something to do...
GENERIC/Quest_4_IntroToQuest_Option_001	I'm ready for bed!
GENERIC/Quest_4_IntroToQuest_Response_000_000	<haha>I’m sure you will! 
GENERIC/Quest_4_IntroToQuest_Response_000_001	Oh and before I forget, take this <itemName> too.
GENERIC/Quest_4_IntroToQuest_Response_000_002	When you get tired, pop that on the ground and have a lay down.
GENERIC/Quest_4_IntroToQuest_Response_000_003	<haha>I'll tell you what, a good nights rest will do us both good!
GENERIC/Quest_4_IntroToQuest_Response_000_004	Thanks for your help today, <PlayerName>.
GENERIC/Quest_4_IntroToQuest_Response_000_005	I can't believe we're on <IslandName>!
GENERIC/Quest_4_IntroToQuest_Response_000_006	<glee>I couldn't have done any of this without you!
GENERIC/Quest_4_IntroToQuest_Response_001_000	<haha>I'm tired too!
GENERIC/Quest_4_IntroToQuest_Response_001_001	Here, take this <itemName>.
GENERIC/Quest_4_IntroToQuest_Response_001_002	If you are tired, pop that on the ground and have a lay down.
GENERIC/Quest_4_IntroToQuest_Response_001_003	<haha>I'll tell you what, a good nights rest will do us both good!
GENERIC/Quest_4_IntroToQuest_Response_001_004	Thanks for your help today, <PlayerName>.
GENERIC/Quest_4_IntroToQuest_Response_001_005	I can't believe we're on <IslandName>!
GENERIC/Quest_4_IntroToQuest_Response_001_006	<glee>I couldn't have done any of this without you!
GENERIC/Quest_4_TalkToWhileNotComplete_Intro_000	We've done some good work today, <PlayerName>!
GENERIC/Quest_4_TalkToWhileNotComplete_Intro_001	Take the rest of the day off! 
GENERIC/Quest_4_TalkToWhileNotComplete_Intro_002	<yes>We've got more work to do tomorrow!
GENERIC/Quest_4_TalkToWhileNotComplete_Option_000	About food?
GENERIC/Quest_4_TalkToWhileNotComplete_Option_001	Crafting a fire?
GENERIC/Quest_4_TalkToWhileNotComplete_Option_002	Cooking at a fire?
GENERIC/Quest_4_TalkToWhileNotComplete_Option_003	Bug hunting?
GENERIC/Quest_4_TalkToWhileNotComplete_Option_004	Sleeping?
GENERIC/Quest_4_TalkToWhileNotComplete_Option_005	I'm on it!
GENERIC/Quest_4_TalkToWhileNotComplete_Response_001_000	Feel free to use the <itemName> in the Base Tent whenever you want.
GENERIC/Quest_4_TalkToWhileNotComplete_Response_001_001	I'll tell you what, I'm sure you'll learn how to craft lots of useful things here on <IslandName>!
GENERIC/Quest_4_TalkToWhileNotComplete_Response_002_000	Once you've got your <itemName> going, just put the item you want to cook into your hands.
GENERIC/Quest_4_TalkToWhileNotComplete_Response_002_001	<yes>Then all that's left to do it pop it on and wait!
GENERIC/Quest_4_TalkToWhileNotComplete_Response_002_002	<thinking>You'll want to eat a lot of food to keep your energy up!
GENERIC/Quest_4_TalkToWhileNotComplete_Response_003_000	There are a lot of bugs found only here on <IslandName>.
GENERIC/Quest_4_TalkToWhileNotComplete_Response_003_001	<yes>Everytime you catch a new one it will be added to your Pedia. 
GENERIC/Quest_4_TalkToWhileNotComplete_Response_003_002	Maybe you could challenge yourself to find them all?
GENERIC/Quest_4_TalkToWhileNotComplete_Response_004_000	<haha>If you're ready for tomorrow, then sleeping will definetly bring tomorrow here faster!
GENERIC/Quest_4_TalkToWhileNotComplete_Response_004_001	Just pop your <itemName> down on the floor.
GENERIC/Quest_4_TalkToWhileNotComplete_Response_004_002	<yes>Wherever is fine, really.
GENERIC/Quest_4_TalkToWhileNotComplete_Response_004_003	<no>If you want to sleep under the stars, I'm not going to stop you.
GENERIC/Quest_4_TalkToWhileNotComplete_Response_005_000	Thanks again for your help, <PlayerName>!
GENERIC/Quest_5_CompleteQuest_Intro_000	Oh! So you bought the <itemName>! þ
GENERIC/Quest_5_CompleteQuest_Intro_001	Well done, <PlayerName>!
GENERIC/Quest_5_CompleteQuest_Intro_002	Don't you think having <NPCName> here is great?
GENERIC/Quest_5_CompleteQuest_Intro_003	<thinking>If only we could  convince <NPCName> to move here permanently...
GENERIC/Quest_5_CompleteQuest_Intro_004	<thinking>Hmmmm...
GENERIC/Quest_5_CompleteQuest_Intro_005	<haha>Well, let's worry about getting the materials needed for a permanent building first!
GENERIC/Quest_5_CompleteQuest_Intro_006	The <itemName> is a great first step!
GENERIC/Quest_5_CompleteQuest_Intro_007	For now, you can have a break.
GENERIC/Quest_5_CompleteQuest_Intro_008	<yes>Come back and talk to me when you are ready.
GENERIC/Quest_5_IntroToQuest_Intro_000	Oh, <PlayerName>. I almost forgot!
GENERIC/Quest_5_IntroToQuest_Intro_001	I noticed <NPCName> is selling a <itemName>.
GENERIC/Quest_5_IntroToQuest_Intro_002	That’s a tool I think will be very handy, indeed!
GENERIC/Quest_5_IntroToQuest_Intro_003	I think we should try and make enough money to buy a <itemName> from <NPCName>.
